Id,WhoId,WhatId,WhoCount,WhatCount,Subject,ActivityDate,Status,Priority,IsHighPriority,OwnerId,Description,Type,IsDeleted,AccountId,IsClosed,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,CallDurationInSeconds,CallType,CallDisposition,CallObject,ReminderDateTime,IsReminderSet,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateOnly,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,RecurrenceRegeneratedType,TaskSubtype
00T8c00003S6ESXEA3,,0068c00000odYI7AAM,0,1,Discuss Revised Quote,03/18/22,Completed,Normal,,0058c00000BTSheAAH,,Call,,0018c00002FHRGrAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESYEA3,,0068c00000odXRDAA2,0,1,Discuss Solution Fit,03/14/22,Completed,Normal,,0058c00000BTShPAAX,,Meeting,,0018c00002FHQdsAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESZEA3,,0068c00000odXiBAAU,0,1,Draft Mutual Plan,03/17/22,Completed,Normal,,0058c00000BTShfAAH,,Call,,0018c00002FHQqKAAX,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESaEAN,,0068c00000odXZIAA2,0,1,Engage Featured Speaker for Webinar,02/03/22,Completed,Normal,,0058c00000BTShUAAX,,Meeting,,0018c00002FHQjaAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESbEAN,,0068c00000odYBcAAM,0,1,Executive Breakfast,02/25/22,Completed,Normal,,0058c00000BTShRAAX,,Prep,,0018c00002FHRBpAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EScEAN,,0068c00000odXikAAE,0,1,Executive Luncheon,02/24/22,Completed,Normal,,0058c00000BTShZAAX,,Prep,,0018c00002FHQqjAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESdEAN,,0068c00000odYUrAAM,0,1,Finalize Contract,03/02/22,Completed,Normal,,0058c00000BTShdAAH,,Other,,0018c00002FHRQmAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESeEAN,,0068c00000odXIQAA2,0,1,Finalize Contract and Discuss Terms,03/03/22,Completed,Normal,,0058c00000BTShUAAX,,Call,,0018c00002FHQXLAA5,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESfEAN,,0068c00000odXsJAAU,0,1,Finalize List of Target Companies to Engage,03/02/22,Completed,Normal,,0058c00000BTShXAAX,,Call,,0018c00002FHQy7AAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESgEAN,,0068c00000odXk6AAE,0,1,Finalize RFP,02/18/22,Completed,Normal,,0058c00000BTShdAAH,,Call,,0018c00002FHQrwAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EShEAN,,0068c00000odYFmAAM,0,1,Finalize RFP Response,02/08/22,Completed,Normal,,0058c00000BTShcAAH,,Prep,,0018c00002FHRF0AAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESiEAN,,0068c00000odXaXAAU,0,1,First Call Contact,03/04/22,Completed,Normal,,0058c00000BTShUAAX,,Other,,0018c00002FHQkbAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESjEAN,,0068c00000odY88AAE,0,1,First pass on RFP,02/05/22,Completed,Normal,,0058c00000BTShRAAX,,Call,,0018c00002FHR9SAAX,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESkEAN,,0068c00000odXO5AAM,0,1,Follow Up To My Message,03/21/22,Completed,Normal,,0058c00000BTSheAAH,,Call,,0018c00002FHQbiAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESlEAN,,0068c00000odXtWAAU,0,1,Follow Up with Customer,03/10/22,Completed,Normal,,0058c00000BTShTAAX,,Call,,0018c00002FHQyyAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESmEAN,,0068c00000odYA6AAM,0,1,Follow-up email,03/01/22,Completed,Normal,,0058c00000BTShUAAX,,Meeting,,0018c00002FHRAgAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESnEAN,,0068c00000odXLeAAM,0,1,Generate Invoice,02/24/22,Completed,Normal,,0058c00000BTShUAAX,,Meeting,,0018c00002FHQZiAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESoEAN,,0068c00000odYKZAA2,0,1,Generate Order,03/03/22,Completed,Normal,,0058c00000BTShUAAX,,Call,,0018c00002FHRIkAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESpEAN,,0068c00000odYOiAAM,0,1,Generate Quote,03/02/22,Completed,Normal,,0058c00000BTShWAAX,,Call,,0018c00002FHRLvAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESqEAN,,0068c00000odYCIAA2,0,1,Generate Quote with T&C's,01/31/22,Completed,Normal,,0058c00000BTShaAAH,,Meeting,,0018c00002FHRCNAA5,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESrEAN,,0068c00000odYVhAAM,0,1,Identify Competitors,03/05/22,Completed,Normal,,0058c00000BTShZAAX,,Call,,0018c00002FHRRYAA5,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESsEAN,,0068c00000odYUhAAM,0,1,Identify Referrrals,01/31/22,Completed,Normal,,0058c00000BTSheAAH,,Meeting,,0018c00002FHRQdAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EStEAN,,0068c00000odY4rAAE,0,1,Initial Call,03/02/22,Completed,Normal,,0058c00000BTSheAAH,,Prep,,0018c00002FHR71AAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESuEAN,,0068c00000odXWdAAM,0,1,Internal Deal Discussion,03/02/22,Completed,Normal,,0058c00000BTShdAAH,,Prep,,0018c00002FHQhjAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESvEAN,,0068c00000odYSRAA2,0,1,Internal: Review Pricing Structure,02/22/22,Completed,Normal,,0058c00000BTShfAAH,,Other,,0018c00002FHROkAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESwEAN,,0068c00000odXo6AAE,0,1,Introductory Call with Director of Finance,02/23/22,Completed,Normal,,0058c00000BTShTAAX,,Call,,0018c00002FHQurAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESxEAN,,0068c00000odXZAAA2,0,1,Kickoff Meeting with Stakeholders,03/20/22,Completed,Normal,,0058c00000BTShPAAX,,Call,,0018c00002FHQjRAAX,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESyEAN,,0068c00000odXePAAU,0,1,Lead Qualification Call,02/16/22,Completed,Normal,,0058c00000BTShbAAH,,Prep,,0018c00002FHQnVAAX,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ESzEAN,,0068c00000odXjgAAE,0,1,Lead Source Details,02/18/22,Completed,Normal,,0058c00000BTShWAAX,,Other,,0018c00002FHQrYAAX,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET0EAN,,0068c00000odYHhAAM,0,1,Left Voicemail,03/10/22,Completed,Normal,,0058c00000BTShdAAH,,Call,,0018c00002FHRGYAA5,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET1EAN,,0068c00000odYFzAAM,0,1,Left Voicemail: Introduction,02/23/22,Completed,Normal,,0058c00000BTSheAAH,,Call,,0018c00002FHRFAAA5,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET2EAN,,0068c00000odY4bAAE,0,1,Left Voicemail: Update,03/02/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHR6tAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET3EAN,,0068c00000odYAcAAM,0,1,Lunch,03/09/22,Completed,Normal,,0058c00000BTShXAAX,,Meeting,,0018c00002FHRB7AAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET4EAN,,0068c00000odYSzAAM,0,1,Lunch and Learn,02/07/22,Completed,Normal,,0058c00000BTSheAAH,,Meeting,,0018c00002FHRPFAA5,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET5EAN,,0068c00000odY5IAAU,0,1,Lunch Briefing,03/16/22,Completed,Normal,,0058c00000BTShPAAX,,Call,,0018c00002FHR7MAAX,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET6EAN,,0068c00000odY7XAAU,0,1,Lunch Meeting,03/04/22,Completed,Normal,,0058c00000BTShWAAX,,Call,,0018c00002FHR8zAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET7EAN,,0068c00000odXyaAAE,0,1,Manager 1:1 Meeting,02/02/22,Completed,Normal,,0058c00000BTShfAAH,,Meeting,,0018c00002FHR2gAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET8EAN,,0068c00000odY4fAAE,0,1,Mid-Year Review,03/15/22,Completed,Normal,,0058c00000BTShdAAH,,Call,,0018c00002FHR6wAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ET9EAN,,0068c00000odY9CAAU,0,1,Negotiate Contracts,03/20/22,Completed,Normal,,0058c00000BTShXAAX,,Meeting,,0018c00002FHRADAA5,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ETAEA3,,0068c00000odXk7AAE,0,1,Notes from Customer Discussion,03/18/22,Completed,Normal,,0058c00000BTShdAAH,,Prep,,0018c00002FHQrwAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ETBEA3,,0068c00000odXWUAA2,0,1,Notes From Discussion,02/08/22,Completed,Normal,,0058c00000BTShdAAH,,Prep,,0018c00002FHQhfAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ETCEA3,,0068c00000odY4UAAU,0,1,Notes From Discussion with VP of Finance,03/12/22,Completed,Normal,,0058c00000BTShSAAX,,Other,,0018c00002FHR6oAAH,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ETDEA3,,0068c00000odYJZAA2,0,1,Onsite Industry Research,02/01/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHRHyAAP,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ETEEA3,,0068c00000odXQNAA2,0,1,Onsite Meeting with Executive Team,02/24/22,Completed,Normal,,0058c00000BTShUAAX,,Call,,0018c00002FHQdGAAX,1,2022-03-30T02:50:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:12.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZhEAN,,0068c00000odXNwAAM,0,1,Onsite Presentation and Discussion,02/04/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHQbaAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZiEAN,,0068c00000odYRWAA2,0,1,Onsite Presentation to Board of Directors,02/22/22,Completed,Normal,,0058c00000BTShQAAX,,Prep,,0018c00002FHRO6AAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZjEAN,,0068c00000odXsSAAU,0,1,Onsite Presentation to Executive Team,03/09/22,Completed,Normal,,0058c00000BTShZAAX,,Other,,0018c00002FHQyFAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZkEAN,,0068c00000odY0ZAAU,0,1,Onsite Presentation to Finance Team,03/07/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHR43AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZlEAN,,0068c00000odXQAAA2,0,1,Onsite Presentation to Marketing Team,03/09/22,Completed,Normal,,0058c00000BTSheAAH,,Call,,0018c00002FHQd8AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZmEAN,,0068c00000odYHmAAM,0,1,Onsite Presentation to Sales Team,03/02/22,Completed,Normal,,0058c00000BTShWAAX,,Call,,0018c00002FHRGbAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZnEAN,,0068c00000odXtPAAU,0,1,Plan Account Strategy,03/01/22,Completed,Normal,,0058c00000BTShXAAX,,Meeting,,0018c00002FHQytAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZoEAN,,0068c00000odXLOAA2,0,1,Plan Customer Visit,02/09/22,Completed,Normal,,0058c00000BTShQAAX,,Call,,0018c00002FHQZWAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZpEAN,,0068c00000odXZ8AAM,0,1,Plan Executive Briefing,02/03/22,Completed,Normal,,0058c00000BTShSAAX,,Meeting,,0018c00002FHQjQAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZqEAN,,0068c00000odY0NAAU,0,1,Post-Meeting Follow-Up,03/10/22,Completed,Normal,,0058c00000BTShTAAX,,Call,,0018c00002FHR3uAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZrEAN,,0068c00000odXYXAA2,0,1,Prep Sales Presentation,03/21/22,Completed,Normal,,0058c00000BTShUAAX,,Meeting,,0018c00002FHQj3AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZsEAN,,0068c00000odXOlAAM,0,1,Presentation to Operations Team,02/10/22,Completed,Normal,,0058c00000BTShaAAH,,Prep,,0018c00002FHQc8AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZtEAN,,0068c00000odY19AAE,0,1,Product Demonstration with Team,03/02/22,Completed,Normal,,0058c00000BTSheAAH,,Prep,,0018c00002FHR4UAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZuEAN,,0068c00000odYHAAA2,0,1,Project Kickoff,03/11/22,Completed,Normal,,0058c00000BTShYAAX,,Other,,0018c00002FHRG9AAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZvEAN,,0068c00000odYVQAA2,0,1,Project Review,02/25/22,Completed,Normal,,0058c00000BTShbAAH,,Call,,0018c00002FHRRLAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZwEAN,,0068c00000odYI6AAM,0,1,Project Team Kickoff,03/02/22,Completed,Normal,,0058c00000BTSheAAH,,Call,,0018c00002FHRGrAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZxEAN,,0068c00000odY9dAAE,0,1,Agree on Next Steps,02/19/22,Completed,Normal,,0058c00000BTShYAAX,,Call,,0018c00002FHRAVAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZyEAN,,0068c00000odY7aAAE,0,1,Brainstorming,02/01/22,Completed,Normal,,0058c00000BTShdAAH,,Prep,,0018c00002FHR91AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EZzEAN,,0068c00000odXZEAA2,0,1,Call to Discuss Renewal,03/04/22,Completed,Normal,,0058c00000BTSheAAH,,Other,,0018c00002FHQjVAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6Ea0EAF,,0068c00000odXuwAAE,0,1,Call with Project Team,02/20/22,Completed,Normal,,0058c00000BTShVAAX,,Call,,0018c00002FHQzwAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6Ea1EAF,,0068c00000odXghAAE,0,1,Channel Plan Status Call,02/06/22,Completed,Normal,,0058c00000BTShQAAX,,Call,,0018c00002FHQp9AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6Ea2EAF,,0068c00000odY7GAAU,0,1,Complete Mutual Plan Document,02/07/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHR8mAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6Ea3EAF,,0068c00000odXlDAAU,0,1,Conference Call with Executive Team,02/05/22,Completed,Normal,,0058c00000BTShaAAH,,Meeting,,0018c00002FHQslAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6Ea4EAF,,0068c00000odYFtAAM,0,1,Confirm Close Date,02/02/22,Completed,Normal,,0058c00000BTShdAAH,,Call,,0018c00002FHRF4AAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6Ea5EAF,,0068c00000odXOlAAM,0,1,Customer Lunch,02/13/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHQc8AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task
