Id,IsDeleted,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,IsSplit,Pricebook2Id,OwnerId,Territory2Id,IsExcludedFromTerritory2Filter,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,SyncedQuoteId,HasOpenActivity,HasOverdueTask,DB_Days__c,external_id__c,Stalled_Opportunity__c
0068c00000odYMdAAM,,0018c00002FHRKGAA5,Syngeren 41,,Closed Lost,50000,0,2020-08-12,New Business,,Other,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.14837,
0068c00000odYMeAAM,,0018c00002FHRKHAA5,TamTam 111,,Closed Lost,120000,0,2021-12-08,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.19307,
0068c00000odYMfAAM,,0018c00002FHRKIAA5,Via Marketing & Design 122,,Closed Lost,20000,0,2020-12-20,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.19843,
0068c00000odYMgAAM,,0018c00002FHRKJAA5,Rapid Performance Systems 130,,Closed Lost,28873,0,2021-01-23,Add-On Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.20821,
0068c00000odYMhAAM,,0018c00002FHRKKAA5,Native Minds 178,,Closed Lost,50000,0,2022-01-22,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShVAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2022,2022 1,1,,,,,,,7,W_Opportunity.46146,
0068c00000odYMlAAM,,0018c00002FHRKOAA5,Step 9 Software Corp. 222,,Closed Won,44006,100,2021-08-23,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.48534,
0068c00000odYMmAAM,,0018c00002FHRKPAA5,The Designory Inc 241,,Closed Won,4000,100,2020-12-11,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.49512,
0068c00000odYMnAAM,,0018c00002FHRKQAA5,Hiab USA 23,,Closed Lost,19300,0,2021-02-25,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.51505,
0068c00000odYMoAAM,,0018c00002FHRKRAA5,PPL Telcom 33,,Closed Lost,0,0,2022-02-15,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2022,2022 1,1,,,,,,,7,W_Opportunity.51858,
0068c00000odYMpAAM,,0018c00002FHRKSAA5,Terex Corporation 93,,Closed Won,100000,100,2020-12-01,New Business / Add-on,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.55218,
0068c00000odYMqAAM,,0018c00002FHRKTAA5,Fisher Diagnostic Technologies 129,,Closed Lost,200000,0,2021-08-13,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.57088,
0068c00000odYMrAAM,,0018c00002FHRKUAA5,Cumulus9 159,,Closed Lost,15000,0,2020-11-13,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.58997,
0068c00000odYMtAAM,,0018c00002FHRKWAA5,CAINE & WEINER COMPANY 175,,Closed Lost,110000,0,2021-12-18,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.59965,
0068c00000odYMuAAM,,0018c00002FHRKXAA5,Eqtima Corp 182,,Closed Lost,200000,0,2021-08-26,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.60470,
0068c00000odYMvAAM,,0018c00002FHRKYAA5,PCB Systems Division 187,,Closed Lost,110000,0,2022-01-23,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2022,2022 1,1,,,,,,,7,W_Opportunity.60766,
0068c00000odYMxAAM,,0018c00002FHRKZAA5,ColdCypress 223,,Closed Lost,45000,0,2021-12-31,New Business,,Telesales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.13045,
0068c00000odYMyAAM,,0018c00002FHRKZAA5,ColdCypress 227,,Closed Lost,46504,0,2021-11-15,New Business,,Telesales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.15321,
0068c00000odYMzAAM,,0018c00002FHRKaAAP,InterPacket Networks 7,,Closed Lost,80000,0,2020-12-01,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.5128,
0068c00000odYN3AAM,,0018c00002FHRKeAAP,System Resources Corp 57,,Closed Lost,58139,0,2021-05-25,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2021,2021 2,1,,,,,,,7,W_Opportunity.2817,
0068c00000odYN5AAM,,0018c00002FHRKfAAP,KW International 77,,Closed Lost,60000,0,2021-09-11,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.4190,
0068c00000odYN7AAM,,0018c00002FHRKgAAP,Dynamic System Solutions 86,,Closed Won,320100,100,2021-12-06,Add-On Business,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.5372,
0068c00000odYN8AAM,,0018c00002FHRKhAAP,Bext 129,,Negotiation,0,0,2022-05-29,Add-On Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.9847,
0068c00000odYNAAA2,,0018c00002FHRKiAAP,Innovation X 181,,Closed Lost,150000,0,2020-11-08,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.17290,
0068c00000odYNCAA2,,0018c00002FHRKjAAP,IDEXX Computer Systems 239,,Closed Lost,30000,0,2021-03-02,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.46618,
0068c00000odYNDAA2,,0018c00002FHRKjAAP,IDEXX Computer Systems 245,,Closed Lost,25000,0,2020-09-10,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.47081,
0068c00000odYNEAA2,,0018c00002FHRKkAAP,Windsor Capital Group Hotels 7,,Closed Lost,55000,0,2021-06-03,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2021,2021 2,1,,,,,,,7,W_Opportunity.47754,
0068c00000odYNFAA2,,0018c00002FHRKlAAP,CIT Equipment Financing 53,,Closed Lost,20000,0,2021-12-31,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.50789,
0068c00000odYNGAA2,,0018c00002FHRKlAAP,CIT Equipment Financing 55,,Closed Lost,15000,0,2021-10-31,Add-On Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.50807,
0068c00000odYNHAA2,,0018c00002FHRKmAAP,El Paso Production Company 97,,Closed Lost,848284,0,2021-02-22,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShYAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.53293,
0068c00000odYNIAA2,,0018c00002FHRKnAAP,Roeing Corp. 106,,Closed Lost,1000000,0,2021-09-03,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.54266,
0068c00000odYNJAA2,,0018c00002FHRKoAAP,Advenix 153,,Closed Lost,250000,0,2022-01-12,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShYAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2022,2022 1,1,,,,,,,7,W_Opportunity.57393,
0068c00000odYNLAA2,,0018c00002FHRKqAAP,Gladstone 221,,Closed Won,985092,100,2021-05-16,Existing Business,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2021,2021 2,1,,,,,,,7,W_Opportunity.1377,
0068c00000odYNMAA2,,0018c00002FHRKrAAP,Commercial Metals Company 21,,Closed Lost,80000,0,2021-10-22,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.434,
0068c00000odYNQAA2,,0018c00002FHRKuAAP,SIDS Alliance of Northern California 65,,Discovery,200000,0,2022-06-08,New Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.1691,
0068c00000odYNRAA2,,0018c00002FHRKvAAP,Searchlight 83,,Closed Lost,62005,0,2021-11-28,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.2354,
0068c00000odYNSAA2,,0018c00002FHRKwAAP,T G Missouri Corp 187,,Closed Lost,61200,0,2021-02-19,Add-On Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.6353,
0068c00000odYNTAA2,,0018c00002FHRKxAAP,Cardiac Science 194,,Closed Lost,330000,0,2021-12-29,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,1,,7,W_Opportunity.6542,
0068c00000odYNUAA2,,0018c00002FHRKxAAP,Cardiac Science 203,,Closed Lost,39473,0,2021-05-13,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2021,2021 2,1,,,,,,,7,W_Opportunity.6678,
0068c00000odYNVAA2,,0018c00002FHRKyAAP,Byington Development Group 3,,Closed Lost,30000,0,2020-12-04,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShSAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.8843,
0068c00000odYNYAA2,,0018c00002FHRL1AAP,Novitex Enterprise Solutions 30,,Negotiation,226000,0,2022-05-16,Existing Business,,Fields Sales,,,Pipeline,Pipeline,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.10058,
0068c00000odYNZAA2,,0018c00002FHRL2AAP,Marketing On Call 35,,Closed Lost,61349,0,2021-11-16,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.10242,
0068c00000odYNaAAM,,0018c00002FHRL3AAP,Management Technologies 50,,Closed Lost,250000,0,2020-08-14,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.10765,
0068c00000odYNcAAM,,0018c00002FHRL4AAP,NextRev 106,,Closed Lost,100000,0,2020-11-05,New Business,,Telesales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.12851,
0068c00000odYNdAAM,,0018c00002FHRL5AAP,Canon USA Org 2. 108,,Closed Lost,50000,0,2021-08-06,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.12882,
0068c00000odYNfAAM,,0018c00002FHRL6AAP,Paramark 141,,Closed Lost,200000,0,2021-01-30,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.14159,
0068c00000odYNgAAM,,0018c00002FHRL6AAP,Paramark 144,,Closed Lost,150013,0,2020-11-17,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.14164,
0068c00000odYNhAAM,,0018c00002FHRL7AAP,Salestrax 165,,Closed Won,77507,100,2021-09-13,New Business,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.15031,
0068c00000odYNjAAM,,0018c00002FHRL9AAP,Paracer 201,,Negotiation,50000,0,2022-06-15,Existing Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2022,2022 2,1,,,,,1,,7,W_Opportunity.16601,
0068c00000odYNkAAM,,0018c00002FHRLAAA5,Xcelerate Corp. 222,,Closed Lost,111111,0,2021-03-09,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.17313,
0068c00000odYNlAAM,,0018c00002FHRLBAA5,New Energy Associates 227,,Closed Lost,61349,0,2021-10-15,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.17416,
0068c00000odYNmAAM,,0018c00002FHRLCAA5,Outsourcingcom Inc 233,,Closed Won,30674,100,2021-02-08,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.17643,
0068c00000odYNpAAM,,0018c00002FHRLFAA5,Campus America 25,,Discovery,20000,0,2022-05-15,New Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2022,2022 2,1,,,,,1,,7,W_Opportunity.19829,
0068c00000odYNrAAM,,0018c00002FHRLHAA5,Pump Systems Inc 52,,Closed Lost,30674,0,2021-03-18,Add-On Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.20994,
0068c00000odYNtAAM,,0018c00002FHRLIAA5,Webservasia 114,,Closed Lost,35000,0,2020-11-23,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.45755,
0068c00000odYNuAAM,,0018c00002FHRLJAA5,McLaren Consultants 119,,Closed Lost,200000,0,2021-08-12,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.45889,
0068c00000odYNvAAM,,0018c00002FHRLJAA5,McLaren Consultants 123,,Closed Won,26900,100,2021-03-08,Existing Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.46080,
0068c00000odYNwAAM,,0018c00002FHRLJAA5,McLaren Consultants 124,,Negotiation,70000,0,2022-05-01,Existing Business,,Reseller,,,BestCase,Best Case,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.46199,
0068c00000odYNxAAM,,0018c00002FHRLKAA5,Maritz Incentives 186,,Closed Won,10000,100,2022-04-28,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShWAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.49417,
0068c00000odYNyAAM,,0018c00002FHRLLAA5,NeuroMetrix 212,,Closed Lost,90000,0,2021-12-31,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.50263,
0068c00000odYNzAAM,,0018c00002FHRLMAA5,Skarlet Media Inc 231,,Closed Won,70000,100,2021-05-10,New Business / Add-on,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,2,2021,2021 2,1,,,,,,,7,W_Opportunity.51307,
0068c00000odYO3AAM,,0018c00002FHRLNAA5,RocketHorse 34,,Closed Lost,150000,0,2021-03-05,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.54145,
0068c00000odYO4AAM,,0018c00002FHRLNAA5,RocketHorse 38,,Closed Lost,150000,0,2021-12-18,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:18.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.54388,
