External_Id__c,Account.External_Id__c,Opportunity.External_Id__c,Owner.External_Id__c,ACTIVITYDATE,EVENTSUBTYPE,SUBJECT,TYPE
W_Event.1026,W_Account.1662,W_Opportunity.29354,W_Sales_User.10,2022-03-17,Event,Introductory Call,Meeting
W_Event.1027,W_Account.5224,W_Opportunity.70035,W_Sales_User.16,2022-02-15,Event,Introductory Call with Director of Finance,Call
W_Event.1028,W_Account.1293,W_Opportunity.26124,W_Sales_User.10,2022-02-02,Event,Kickoff Meeting with Stakeholders,Prep
W_Event.1029,W_Account.5311,W_Opportunity.70755,W_Sales_User.10,2022-02-05,Event,Lead Qualification Call,Other
W_Event.1030,W_Account.3289,W_Opportunity.43788,W_Sales_User.10,2022-02-22,Event,Lead Source Details,Call
W_Event.1031,W_Account.1204,W_Opportunity.25246,W_Sales_User.10,2022-03-05,Event,Left Voicemail,Call
W_Event.1032,W_Account.4026,W_Opportunity.57295,W_Sales_User.16,2022-02-09,Event,Left Voicemail: Introduction,Call
W_Event.1033,W_Account.2529,W_Opportunity.36900,W_Sales_User.10,2022-02-09,Event,Left Voicemail: Update,Call
W_Event.1034,W_Account.6633,W_Opportunity.26095,W_Sales_User.1,2022-03-10,Event,Lunch and Learn,Meeting
W_Event.1035,W_Account.6653,W_Opportunity.29908,W_Sales_User.1,2022-02-01,Event,Lunch Briefing,Meeting
W_Event.1036,W_Account.7190,W_Opportunity.4420,W_Sales_User.10,2022-02-25,Event,Lunch Meeting,Meeting
W_Event.1037,W_Account.6680,W_Opportunity.34885,W_Sales_User.10,2022-02-24,Event,Manager 1:1 Meeting,Meeting
W_Event.1038,W_Account.7451,W_Opportunity.46084,W_Sales_User.10,2022-02-03,Event,Mid-Year Review,Meeting
W_Event.1039,W_Account.2554,W_Opportunity.37136,W_Sales_User.10,2022-02-19,Event,Negotiate Contracts,Meeting
W_Event.1040,W_Account.3197,W_Opportunity.42947,W_Sales_User.10,2022-03-17,Event,Notes from Customer Discussion,Call
W_Event.1041,W_Account.822,W_Opportunity.19993,W_Sales_User.1,2022-03-08,Event,Notes From Discussion,Prep
W_Event.1042,W_Account.7918,W_Opportunity.47757,W_Sales_User.10,2022-02-06,Event,Notes From Discussion with VP of Finance,Other
W_Event.1043,W_Account.3497,W_Opportunity.45796,W_Sales_User.10,2022-02-14,Event,Onsite Industry Research,Call
W_Event.1044,W_Account.5953,W_Opportunity.76784,W_Sales_User.17,2022-03-13,Event,Onsite Meeting with Executive Team,Call
W_Event.1045,W_Account.5701,W_Opportunity.74232,W_Sales_User.10,2022-01-31,Event,Onsite Presentation and Discussion,Call
W_Event.1046,W_Account.5561,W_Opportunity.73065,W_Sales_User.17,2022-03-08,Event,Onsite Presentation to Board of Directors,Call
W_Event.1047,W_Account.6182,W_Opportunity.57485,W_Sales_User.16,2022-01-31,Event,Onsite Presentation to Executive Team,Prep
W_Event.1048,W_Account.6067,W_Opportunity.77773,W_Sales_User.17,2022-02-07,Event,Onsite Presentation to Finance Team,Meeting
W_Event.1049,W_Account.5557,W_Opportunity.73039,W_Sales_User.10,2022-03-09,Event,Onsite Presentation to Marketing Team,Meeting
W_Event.1050,W_Account.6998,W_Opportunity.5110,W_Sales_User.1,2022-03-15,Event,Onsite Presentation to Sales Team,Meeting
W_Event.1051,W_Account.715,W_Opportunity.17476,W_Sales_User.1,2022-03-20,Event,Plan Account Strategy,Call
W_Event.1052,W_Account.6679,W_Opportunity.34573,W_Sales_User.10,2022-02-04,Event,Plan Customer Visit,Meeting
W_Event.1053,W_Account.393,W_Opportunity.9792,W_Sales_User.10,2022-02-01,Event,Plan Executive Briefing,Meeting
W_Event.1054,W_Account.7900,W_Opportunity.12357,W_Sales_User.1,2022-02-07,Event,Post-Meeting Follow-Up,Meeting
W_Event.1055,W_Account.2072,W_Opportunity.33117,W_Sales_User.10,2022-02-18,Event,Prep Sales Presentation,Meeting
W_Event.1056,W_Account.78,W_Opportunity.2182,W_Sales_User.10,2022-02-12,Event,Presentation to Operations Team,Meeting
W_Event.1057,W_Account.7411,W_Opportunity.14300,W_Sales_User.10,2022-02-01,Event,Product Demonstration with Team,Meeting
W_Event.1058,W_Account.4783,W_Opportunity.66142,W_Sales_User.17,2022-03-14,Event,Project Kickoff,Call
W_Event.1059,W_Account.7939,W_Opportunity.58355,W_Sales_User.10,2022-03-20,Event,Project Review,Prep
W_Event.1060,W_Account.4076,W_Opportunity.58309,W_Sales_User.17,2022-03-09,Event,Project Team Kickoff,Other
W_Event.1061,W_Account.3234,W_Opportunity.43240,W_Sales_User.1,2022-03-21,Event,Project Update Call,Call
W_Event.1062,W_Account.8050,W_Opportunity.1641,W_Sales_User.1,2022-02-01,Event,Qualification Call,Call
W_Event.1063,W_Account.7472,W_Opportunity.50156,W_Sales_User.10,2022-02-19,Event,Qualification Notes,Call
W_Event.1064,W_Account.1978,W_Opportunity.32166,W_Sales_User.1,2022-02-18,Event,Qualify Lead,Call
W_Event.1065,W_Account.4531,W_Opportunity.63866,W_Sales_User.16,2022-02-18,Event,Quick Call with Director of Finance,Prep
W_Event.1066,W_Account.67,W_Opportunity.1744,W_Sales_User.10,2022-02-03,Event,Quick Call with VP of IT,Meeting
W_Event.1067,W_Account.2096,W_Opportunity.33316,W_Sales_User.1,2022-02-20,Event,Research Competitors,Meeting
W_Event.1068,W_Account.1056,W_Opportunity.23861,W_Sales_User.1,2022-03-16,Event,Reserve Room for Customer Meeting,Call
W_Event.1069,W_Account.7679,W_Opportunity.52339,W_Sales_User.17,2022-03-08,Event,Reserve Venue for Customer Conference,Call
W_Event.1070,W_Account.2454,W_Opportunity.36221,W_Sales_User.10,2022-03-07,Event,Respond to RFP,Meeting
W_Event.1071,W_Account.4852,W_Opportunity.66841,W_Sales_User.16,2022-03-14,Event,Review Ad Text Options for A/B Testing,Meeting
W_Event.1072,W_Account.3059,W_Opportunity.41787,W_Sales_User.1,2022-02-15,Event,Review Campaign Success and Plan Next Phase,Meeting
W_Event.1073,W_Account.2499,W_Opportunity.36657,W_Sales_User.1,2022-03-01,Event,Review Meeting Notes,Meeting
W_Event.1074,W_Account.669,W_Opportunity.16345,W_Sales_User.1,2022-02-20,Event,Review Product Roadmap,Meeting
W_Event.1075,W_Account.6174,W_Opportunity.44930,W_Sales_User.10,2022-03-05,Event,Review Proposal,Meeting
W_Event.1076,W_Account.7213,W_Opportunity.11660,W_Sales_User.1,2022-02-21,Event,Review RFP Response,Call
W_Event.1077,W_Account.2384,W_Opportunity.35686,W_Sales_User.1,2022-03-12,Event,Review Social Listening and Identify Keywords,Prep
W_Event.1078,W_Account.2231,W_Opportunity.34404,W_Sales_User.1,2022-02-03,Event,RFP Response Kickoff,Other
W_Event.1079,W_Account.6145,W_Opportunity.37638,W_Sales_User.10,2022-02-10,Event,RFP Team Meeting,Call
W_Event.1080,W_Account.6544,W_Opportunity.68299,W_Sales_User.10,2022-03-05,Event,Run Facebook Promotion to Boost Engagement,Call
W_Event.1081,W_Account.3606,W_Opportunity.48290,W_Sales_User.10,2022-03-21,Event,Sales Presentation Follow-Up,Call
W_Event.1082,W_Account.500,W_Opportunity.12175,W_Sales_User.10,2022-02-22,Event,Send Contract,Prep
W_Event.1083,W_Account.1298,W_Opportunity.26173,W_Sales_User.1,2022-02-24,Event,Send Contract for Signing,Meeting
W_Event.1084,W_Account.3009,W_Opportunity.41223,W_Sales_User.10,2022-03-10,Event,Send Follow-up Email,Meeting
W_Event.1085,W_Account.3925,W_Opportunity.54997,W_Sales_User.16,2022-02-16,Event,Send Revised Pricing,Meeting
W_Event.1086,W_Account.6134,W_Opportunity.33278,W_Sales_User.10,2022-03-06,Event,Send Revised Quote,Meeting
W_Event.1087,W_Account.3691,W_Opportunity.49946,W_Sales_User.16,2022-03-16,Event,Send Thank You Email,Meeting
W_Event.1088,W_Account.5535,W_Opportunity.72783,W_Sales_User.10,2022-02-01,Event,Send Thank You to Customer,Meeting
W_Event.1089,W_Account.2419,W_Opportunity.35941,W_Sales_User.10,2022-02-14,Event,Send Updated Quote,Call
W_Event.1090,W_Account.1707,W_Opportunity.29741,W_Sales_User.10,2022-03-15,Event,Social Media Strategy Meeting,Prep
W_Event.1091,W_Account.2649,W_Opportunity.37945,W_Sales_User.10,2022-03-10,Event,Submit Feature Request,Other
W_Event.1092,W_Account.3121,W_Opportunity.42326,W_Sales_User.1,2022-03-20,Event,SWOT Analysis,Call
W_Event.1093,W_Account.7204,W_Opportunity.8933,W_Sales_User.1,2022-02-11,Event,Team Kickoff,Call
W_Event.1094,W_Account.1435,W_Opportunity.27333,W_Sales_User.10,2022-03-14,Event,Team Meeting,Call
W_Event.1095,W_Account.4531,W_Opportunity.63866,W_Sales_User.16,2022-02-24,Event,Tradeshow Preparation,Call
W_Event.1096,W_Account.5439,W_Opportunity.71934,W_Sales_User.10,2022-03-18,Event,Travel Time,Prep
W_Event.1097,W_Account.920,W_Opportunity.22073,W_Sales_User.1,2022-02-05,Event,Volunteering - Board of Trustees,Meeting
W_Event.1098,W_Account.2771,W_Opportunity.38912,W_Sales_User.1,2022-03-11,Event,Volunteering - Business Skills Workshop,Meeting
W_Event.1099,W_Account.5646,W_Opportunity.73791,W_Sales_User.10,2022-02-20,Event,Volunteering - Canned Food Collection,Call
W_Event.1100,W_Account.1821,W_Opportunity.30796,W_Sales_User.10,2022-02-03,Event,Volunteering - Community Garden,Call
W_Event.1101,W_Account.5251,W_Opportunity.70273,W_Sales_User.17,2022-02-19,Event,Volunteering - Food Bank,Meeting
W_Event.1102,W_Account.1054,W_Opportunity.23841,W_Sales_User.10,2022-02-19,Event,Volunteering - Habitat for Humanity,Meeting
W_Event.1103,W_Account.6275,W_Opportunity.28204,W_Sales_User.1,2022-03-11,Event,Volunteering - Homeless Services,Meeting
W_Event.1104,W_Account.4525,W_Opportunity.63809,W_Sales_User.10,2022-02-12,Event,Volunteering - Library,Meeting
W_Event.1105,W_Account.2288,W_Opportunity.34926,W_Sales_User.1,2022-02-12,Event,Volunteering - Mock Interviews,Meeting
W_Event.1106,W_Account.423,W_Opportunity.10478,W_Sales_User.1,2022-02-25,Event,Volunteering - Tree Planting,Meeting
W_Event.1107,W_Account.6452,W_Opportunity.28759,W_Sales_User.10,2022-03-16,Event,Web Conference with Customer,Call
W_Event.1108,W_Account.6805,W_Opportunity.72761,W_Sales_User.17,2022-03-09,Event,Web Meeting,Prep
W_Event.1109,W_Account.1691,W_Opportunity.29573,W_Sales_User.1,2022-01-31,Event,Web Meeting with Customer,Other
W_Event.1110,W_Account.2734,W_Opportunity.38624,W_Sales_User.10,2022-03-03,Event,Web Meeting with Executives,Call
W_Event.1111,W_Account.346,W_Opportunity.8804,W_Sales_User.1,2022-03-18,Event,Webinar Content,Call
W_Event.1112,W_Account.3845,W_Opportunity.53101,W_Sales_User.10,2022-02-18,Event,Webinar Presentation,Call
W_Event.1113,W_Account.953,W_Opportunity.22850,W_Sales_User.1,2022-03-21,Event,Work on RFP,Call
W_Event.1114,W_Account.5171,W_Opportunity.69610,W_Sales_User.17,2022-03-16,Event,Product Launch Training,Prep
W_Event.1115,W_Account.7643,W_Opportunity.47797,W_Sales_User.10,2022-03-15,Event,New Product Training,Meeting
W_Event.1116,W_Account.4072,W_Opportunity.58241,W_Sales_User.17,2022-02-18,Event,Sales Training,Meeting
W_Event.1117,W_Account.3515,W_Opportunity.46131,W_Sales_User.17,2022-02-05,Event,Enablement Session,Meeting
W_Event.1118,W_Account.5833,W_Opportunity.75442,W_Sales_User.17,2022-02-06,Event,Prospecting First Call,Call
W_Event.1119,W_Account.4207,W_Opportunity.60550,W_Sales_User.10,2022-02-05,Event,Account Health Check,Call
W_Event.1120,W_Account.1088,W_Opportunity.24194,W_Sales_User.10,2022-03-10,Event,Account Planning Meeting,Meeting
W_Event.1121,W_Account.6926,W_Opportunity.52188,W_Sales_User.10,2022-03-06,Event,Account Review Call,Meeting
W_Event.1122,W_Account.3743,W_Opportunity.51057,W_Sales_User.17,2022-02-27,Event,Agree on Next Steps,Meeting
W_Event.1123,W_Account.4874,W_Opportunity.67059,W_Sales_User.10,2022-01-31,Event,Approve Menus for Executive Lunch,Meeting
W_Event.1124,W_Account.2267,W_Opportunity.34753,W_Sales_User.1,2022-03-12,Event,Arrange Travel for Guest Speaker,Meeting
W_Event.1125,W_Account.2384,W_Opportunity.35686,W_Sales_User.1,2022-03-01,Event,Assess RFO Response,Call
W_Event.1126,W_Account.377,W_Opportunity.9542,W_Sales_User.1,2022-02-14,Event,Attend Social Media Best Practices Webinar,Prep
W_Event.1127,W_Account.6766,W_Opportunity.63600,W_Sales_User.10,2022-02-02,Event,Brainstorming,Other
W_Event.1128,W_Account.3287,W_Opportunity.43750,W_Sales_User.10,2022-02-05,Event,Brainstorming Session,Call
W_Event.1129,W_Account.7773,W_Opportunity.7552,W_Sales_User.10,2022-03-20,Event,Build Slides for Presentation,Call
W_Event.1130,W_Account.7849,W_Opportunity.55956,W_Sales_User.16,2022-03-15,Event,Call Customer for Update,Call
W_Event.1131,W_Account.557,W_Opportunity.13859,W_Sales_User.10,2022-02-06,Event,Call to Discuss Renewal,Call
W_Event.1132,W_Account.2760,W_Opportunity.38818,W_Sales_User.10,2022-03-17,Event,Call with Decision Maker,Prep
W_Event.1133,W_Account.1895,W_Opportunity.31517,W_Sales_User.10,2022-02-17,Event,Call with Director of Operations,Meeting
W_Event.1134,W_Account.4091,W_Opportunity.58608,W_Sales_User.16,2022-03-12,Event,Call with Director of Sales,Meeting
W_Event.1135,W_Account.7034,W_Opportunity.13392,W_Sales_User.10,2022-03-14,Event,Call with Project Team,Meeting
W_Event.1136,W_Account.1112,W_Opportunity.24391,W_Sales_User.1,2022-02-15,Event,Channel Account Planning,Meeting
W_Event.1137,W_Account.7616,W_Opportunity.19051,W_Sales_User.10,2022-03-10,Event,Channel Plan Status Call,Meeting
W_Event.1138,W_Account.4031,W_Opportunity.57365,W_Sales_User.10,2022-02-14,Event,Check in with Customer,Meeting
W_Event.1139,W_Account.8173,W_Opportunity.7756,W_Sales_User.10,2022-02-17,Event,Cold Call to Director of Operations,Prep
W_Event.1140,W_Account.7256,W_Opportunity.21320,W_Sales_User.10,2022-03-07,Event,Cold Call with Prospect,Other
W_Event.1141,W_Account.1182,W_Opportunity.25041,W_Sales_User.1,2022-02-25,Event,Competitive Research,Call
W_Event.1142,W_Account.3356,W_Opportunity.44406,W_Sales_User.1,2022-03-04,Event,Complete and Send Close Plan,Call
W_Event.1143,W_Account.5860,W_Opportunity.75768,W_Sales_User.16,2022-02-22,Event,Complete Mutual Plan Document,Call
W_Event.1144,W_Account.3297,W_Opportunity.43846,W_Sales_User.10,2022-02-25,Event,Conference Call,Call
W_Event.1145,W_Account.2265,W_Opportunity.34726,W_Sales_User.1,2022-02-16,Event,Conference Call - Marketing Team,Prep
W_Event.1146,W_Account.7430,W_Opportunity.17751,W_Sales_User.1,2022-02-20,Event,Conference Call with Board of Directors,Meeting
W_Event.1147,W_Account.6874,W_Opportunity.16441,W_Sales_User.1,2022-03-11,Event,Conference Call with Customer,Meeting
W_Event.1148,W_Account.4965,W_Opportunity.67877,W_Sales_User.10,2022-02-25,Event,Conference Call with Executive Team,Meeting
W_Event.1149,W_Account.497,W_Opportunity.12137,W_Sales_User.10,2022-03-09,Event,Conference Call with Team,Call
W_Event.1150,W_Account.6941,W_Opportunity.57092,W_Sales_User.16,2022-02-03,Event,Confirm Close Date,Call
W_Event.1151,W_Account.1576,W_Opportunity.28620,W_Sales_User.10,2022-03-20,Event,Customer Lunch,Meeting
W_Event.1152,W_Account.633,W_Opportunity.15675,W_Sales_User.1,2022-02-18,Event,Customer Meeting,Meeting
W_Event.1153,W_Account.4109,W_Opportunity.58881,W_Sales_User.10,2022-02-13,Event,Deal Discussion with Team,Meeting
W_Event.1154,W_Account.4452,W_Opportunity.63123,W_Sales_User.17,2022-03-12,Event,Define Customer Journey,Meeting
W_Event.1155,W_Account.7603,W_Opportunity.15301,W_Sales_User.1,2022-02-21,Event,Demo,Meeting
W_Event.1156,W_Account.6872,W_Opportunity.15980,W_Sales_User.10,2022-02-13,Event,Demo for the Sales Team,Meeting
W_Event.1157,W_Account.2157,W_Opportunity.33825,W_Sales_User.1,2022-02-10,Event,Demo to the Marketing Team,Call
W_Event.1158,W_Account.2069,W_Opportunity.33093,W_Sales_User.1,2022-03-17,Event,Demonstration to Project Team,Prep
W_Event.1159,W_Account.8069,W_Opportunity.10135,W_Sales_User.1,2022-02-10,Event,Design Social Command Center Requirements,Other
W_Event.1160,W_Account.1200,W_Opportunity.25205,W_Sales_User.10,2022-03-04,Event,Develop Account Plan,Call
W_Event.1161,W_Account.6373,W_Opportunity.68980,W_Sales_User.10,2022-02-11,Event,Develop Content for Webinar,Call
W_Event.1162,W_Account.5789,W_Opportunity.74990,W_Sales_User.16,2022-02-23,Event,Develop Keynote Presentation,Call
W_Event.1163,W_Account.1748,W_Opportunity.30107,W_Sales_User.10,2022-02-03,Event,Develop Outbound Call Script and Offers,Call
W_Event.1164,W_Account.7190,W_Opportunity.4420,W_Sales_User.10,2022-03-13,Event,Develop Presentation,Prep
W_Event.1165,W_Account.3742,W_Opportunity.51004,W_Sales_User.16,2022-02-19,Event,Discovery Call,Meeting
W_Event.1166,W_Account.7113,W_Opportunity.54573,W_Sales_User.16,2022-03-01,Event,Discovery Call Notes,Meeting
W_Event.1167,W_Account.4808,W_Opportunity.66373,W_Sales_User.10,2022-02-23,Event,Discovery Call with Customer,Meeting
W_Event.1168,W_Account.7078,W_Opportunity.46176,W_Sales_User.16,2022-03-14,Event,Discovery Meeting Request,Call
W_Event.1169,W_Account.5851,W_Opportunity.75626,W_Sales_User.16,2022-02-07,Event,Discovery Notes,Call
W_Event.1170,W_Account.2498,W_Opportunity.36651,W_Sales_User.1,2022-03-06,Event,Discuss Account Plan,Meeting
W_Event.1171,W_Account.5226,W_Opportunity.70062,W_Sales_User.10,2022-02-17,Event,Discuss Competitive Landscape,Meeting
W_Event.1172,W_Account.3031,W_Opportunity.41441,W_Sales_User.10,2022-03-01,Event,Discuss Next Steps,Meeting
W_Event.1173,W_Account.1981,W_Opportunity.32204,W_Sales_User.10,2022-02-01,Event,Discuss Outcome of Meeting,Meeting
W_Event.1174,W_Account.6454,W_Opportunity.29164,W_Sales_User.10,2022-03-03,Event,Discuss Potential New Package,Meeting
W_Event.1175,W_Account.654,W_Opportunity.16068,W_Sales_User.1,2022-02-11,Event,Discuss Requirements with CIO,Meeting
W_Event.1176,W_Account.6015,W_Opportunity.77301,W_Sales_User.17,2022-02-16,Event,Discuss Revised Quote,Call
W_Event.1177,W_Account.7187,W_Opportunity.3691,W_Sales_User.10,2022-03-19,Event,Discuss Solution Fit,Prep
W_Event.1178,W_Account.2387,W_Opportunity.35711,W_Sales_User.1,2022-03-05,Event,Engage Featured Speaker for Webinar,Call
W_Event.1179,W_Account.412,W_Opportunity.10237,W_Sales_User.10,2022-03-18,Event,Executive Breakfast,Call
W_Event.1180,W_Account.7526,W_Opportunity.17706,W_Sales_User.1,2022-02-04,Event,Executive Luncheon,Call
W_Event.1181,W_Account.4552,W_Opportunity.64125,W_Sales_User.17,2022-03-12,Event,Finalize Contract,Call
W_Event.1182,W_Account.88,W_Opportunity.2378,W_Sales_User.1,2022-03-13,Event,Finalize Contract and Discuss Terms,Prep
W_Event.1183,W_Account.6375,W_Opportunity.69429,W_Sales_User.16,2022-02-23,Event,Finalize List of Target Companies to Engage,Meeting
W_Event.1184,W_Account.1581,W_Opportunity.28659,W_Sales_User.1,2022-03-11,Event,Finalize RFP,Meeting
W_Event.1185,W_Account.5186,W_Opportunity.69734,W_Sales_User.16,2022-02-01,Event,Finalize RFP Response,Meeting
W_Event.1186,W_Account.828,W_Opportunity.20121,W_Sales_User.1,2022-02-19,Event,First Call Contact,Meeting
W_Event.1187,W_Account.8149,W_Opportunity.55593,W_Sales_User.16,2022-03-10,Event,First pass on RFP,Meeting
W_Event.1188,W_Account.2882,W_Opportunity.39998,W_Sales_User.10,2022-03-06,Event,Follow Up To My Message,Meeting
W_Event.1189,W_Account.7406,W_Opportunity.13414,W_Sales_User.1,2022-03-05,Event,Follow Up with Customer,Call
W_Event.1190,W_Account.4033,W_Opportunity.57443,W_Sales_User.16,2022-02-04,Event,Follow-up email,Prep
W_Event.1191,W_Account.1483,W_Opportunity.27749,W_Sales_User.10,2022-02-01,Event,Generate Invoice,Other
W_Event.1192,W_Account.1412,W_Opportunity.27139,W_Sales_User.1,2022-02-25,Event,Generate Order,Call
W_Event.1193,W_Account.6499,W_Opportunity.45963,W_Sales_User.10,2022-03-15,Event,Generate Quote,Call
W_Event.1194,W_Account.139,W_Opportunity.3583,W_Sales_User.1,2022-02-17,Event,Generate Quote with T&C's,Call
W_Event.1195,W_Account.2545,W_Opportunity.37036,W_Sales_User.10,2022-02-28,Event,Identify Competitors,Call
W_Event.1196,W_Account.4823,W_Opportunity.66509,W_Sales_User.10,2022-02-15,Event,Identify Referrrals,Prep
W_Event.1197,W_Account.2,W_Opportunity.53,W_Sales_User.1,2022-03-05,Event,Initial Call,Meeting
W_Event.1198,W_Account.2598,W_Opportunity.37505,W_Sales_User.1,2022-03-07,Event,Internal Deal Discussion,Meeting
W_Event.1199,W_Account.7443,W_Opportunity.21646,W_Sales_User.10,2022-03-09,Event,Internal: Review Pricing Structure,Meeting
W_Event.1200,W_Account.4508,W_Opportunity.63682,W_Sales_User.10,2022-02-20,Event,Introductory Call,Call
W_Event.1201,W_Account.2563,W_Opportunity.37246,W_Sales_User.10,2022-02-18,Event,Introductory Call with Director of Finance,Call
W_Event.1202,W_Account.931,W_Opportunity.22414,W_Sales_User.10,2022-03-15,Event,Kickoff Meeting with Stakeholders,Meeting
W_Event.1203,W_Account.6396,W_Opportunity.75404,W_Sales_User.17,2022-02-06,Event,Lead Qualification Call,Meeting
W_Event.1204,W_Account.1295,W_Opportunity.26142,W_Sales_User.10,2022-03-12,Event,Lead Source Details,Meeting
W_Event.1205,W_Account.1807,W_Opportunity.30672,W_Sales_User.1,2022-02-07,Event,Left Voicemail,Meeting
W_Event.1206,W_Account.4083,W_Opportunity.58468,W_Sales_User.17,2022-03-18,Event,Left Voicemail: Update,Meeting
W_Event.1207,W_Account.3869,W_Opportunity.53694,W_Sales_User.16,2022-02-15,Event,Lunch,Meeting
W_Event.1208,W_Account.6817,W_Opportunity.77191,W_Sales_User.10,2022-02-21,Event,Lunch Briefing,Prep
W_Event.1209,W_Account.3157,W_Opportunity.42665,W_Sales_User.1,2022-02-07,Event,Lunch Meeting,Other
W_Event.1210,W_Account.1927,W_Opportunity.31788,W_Sales_User.10,2022-02-25,Event,Manager 1:1 Meeting,Call
W_Event.1211,W_Account.5809,W_Opportunity.75156,W_Sales_User.16,2022-03-19,Event,Mid-Year Review,Call
W_Event.1212,W_Account.4839,W_Opportunity.66693,W_Sales_User.10,2022-03-12,Event,Negotiate Contracts,Call
W_Event.1213,W_Account.2789,W_Opportunity.39068,W_Sales_User.1,2022-03-06,Event,Notes from Customer Discussion,Call
W_Event.1214,W_Account.2475,W_Opportunity.36427,W_Sales_User.1,2022-03-02,Event,Notes From Discussion,Prep
W_Event.1215,W_Account.7915,W_Opportunity.45928,W_Sales_User.10,2022-02-20,Event,Notes From Discussion with VP of Finance,Meeting
W_Event.1216,W_Account.6366,W_Opportunity.66353,W_Sales_User.10,2022-02-05,Event,Onsite Industry Research,Meeting
W_Event.1217,W_Account.6391,W_Opportunity.74444,W_Sales_User.10,2022-03-17,Event,Onsite Meeting with Executive Team,Meeting
W_Event.1218,W_Account.1514,W_Opportunity.28080,W_Sales_User.10,2022-02-17,Event,Onsite Presentation and Discussion,Call
W_Event.1219,W_Account.3755,W_Opportunity.51337,W_Sales_User.17,2022-02-28,Event,Onsite Presentation to Board of Directors,Call
W_Event.1220,W_Account.5809,W_Opportunity.75159,W_Sales_User.16,2022-02-20,Event,Onsite Presentation to Executive Team,Meeting
W_Event.1221,W_Account.3233,W_Opportunity.43226,W_Sales_User.10,2022-02-22,Event,Onsite Presentation to Marketing Team,Meeting
W_Event.1222,W_Account.455,W_Opportunity.11200,W_Sales_User.10,2022-03-05,Event,Onsite Presentation to Sales Team,Meeting
W_Event.1223,W_Account.5754,W_Opportunity.74674,W_Sales_User.10,2022-03-18,Event,Pipeline Generation Call Campaign,Meeting
W_Event.1224,W_Account.4108,W_Opportunity.58858,W_Sales_User.16,2022-02-18,Event,Plan Account Strategy,Meeting
W_Event.1225,W_Account.3284,W_Opportunity.43722,W_Sales_User.1,2022-03-06,Event,Plan Customer Event,Meeting
W_Event.1226,W_Account.2244,W_Opportunity.34553,W_Sales_User.10,2022-02-23,Event,Plan Customer Visit,Call
W_Event.1227,W_Account.5890,W_Opportunity.76150,W_Sales_User.16,2022-02-13,Event,Plan Executive Briefing,Prep
W_Event.1228,W_Account.302,W_Opportunity.7743,W_Sales_User.1,2022-02-06,Event,Post-Meeting Follow-Up,Other
W_Event.1229,W_Account.5818,W_Opportunity.75224,W_Sales_User.10,2022-02-18,Event,Prep Sales Presentation,Call
W_Event.1230,W_Account.4424,W_Opportunity.62881,W_Sales_User.10,2022-02-21,Event,Presentation to Operations Team,Call
W_Event.1231,W_Account.1895,W_Opportunity.31527,W_Sales_User.1,2022-02-27,Event,Project Kickoff,Call
W_Event.1232,W_Account.1534,W_Opportunity.28275,W_Sales_User.1,2022-03-19,Event,Project Review,Prep
W_Event.1233,W_Account.7010,W_Opportunity.6891,W_Sales_User.10,2022-02-23,Event,Project Team Kickoff,Meeting
W_Event.1234,W_Account.5586,W_Opportunity.73288,W_Sales_User.10,2022-03-19,Event,Project Update Call,Meeting
W_Event.1235,W_Account.1420,W_Opportunity.27214,W_Sales_User.1,2022-02-25,Event,Qualification Call,Meeting
W_Event.1236,W_Account.7240,W_Opportunity.16664,W_Sales_User.1,2022-01-31,Event,Qualify Lead,Meeting
W_Event.1237,W_Account.3487,W_Opportunity.45634,W_Sales_User.10,2022-02-17,Event,Quick Call with Director of Finance,Meeting
W_Event.1238,W_Account.2028,W_Opportunity.32693,W_Sales_User.1,2022-02-09,Event,Quick Call with VP of IT,Call
W_Event.1239,W_Account.263,W_Opportunity.6657,W_Sales_User.1,2022-02-24,Event,Quick Call with VP of Operations,Prep
W_Event.1240,W_Account.250,W_Opportunity.6167,W_Sales_User.1,2022-03-12,Event,Research Competitors,Other
W_Event.1241,W_Account.4436,W_Opportunity.62979,W_Sales_User.10,2022-03-16,Event,Reserve Room for Customer Meeting,Call
W_Event.1242,W_Account.20,W_Opportunity.575,W_Sales_User.1,2022-03-13,Event,Reserve Venue for Customer Conference,Call
W_Event.1243,W_Account.5420,W_Opportunity.71778,W_Sales_User.17,2022-03-02,Event,Respond to RFP,Call
W_Event.1244,W_Account.5830,W_Opportunity.75390,W_Sales_User.16,2022-02-26,Event,Review Ad Text Options for A/B Testing,Call
W_Event.1245,W_Account.2149,W_Opportunity.33736,W_Sales_User.1,2022-02-19,Event,Review Campaign Success and Plan Next Phase,Prep
W_Event.1246,W_Account.8098,W_Opportunity.20311,W_Sales_User.10,2022-02-11,Event,Review Meeting Notes,Meeting
W_Event.1247,W_Account.5105,W_Opportunity.69025,W_Sales_User.10,2022-03-09,Event,Review Product Roadmap,Meeting
W_Event.1248,W_Account.4306,W_Opportunity.61864,W_Sales_User.10,2022-02-09,Event,Review Proposal,Call
W_Event.1249,W_Account.5705,W_Opportunity.74271,W_Sales_User.17,2022-02-06,Event,Review RFP Response,Call
W_Event.1250,W_Account.3117,W_Opportunity.42289,W_Sales_User.10,2022-02-05,Event,Review Social Listening and Identify Keywords,Meeting
