Id,WhoId,WhatId,WhoCount,WhatCount,Subject,ActivityDate,Status,Priority,IsHighPriority,OwnerId,Description,Type,IsDeleted,AccountId,IsClosed,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,CallDurationInSeconds,CallType,CallDisposition,CallObject,ReminderDateTime,IsReminderSet,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateOnly,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,RecurrenceRegeneratedType,TaskSubtype,DB_Days__c,external_id__c
00T8c00003S6EbZEAV,,0068c00000odXqLAAU,0,1,Lead Source Details,2022-03-24,Completed,Normal,,0058c00000BTShVAAX,,,,0018c00002FHQwfAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1119
00T8c00003S6EbaEAF,,0068c00000odXMTAA2,0,1,Lead Source Details,2022-03-18,Completed,Normal,,0058c00000BTShRAAX,,,,0018c00002FHQaRAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1120
00T8c00003S6EbbEAF,,0068c00000odXRSAA2,0,1,Lead Source Details,2022-02-28,Completed,Normal,,0058c00000BTShRAAX,,,,0018c00002FHQe3AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1121
00T8c00003S6EbcEAF,,0068c00000odYGLAA2,0,1,Lead Source Details,2022-02-10,Completed,Normal,,0058c00000BTShWAAX,,,,0018c00002FHRFRAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1122
00T8c00003S6EbdEAF,,0068c00000odXZuAAM,0,1,Lead Source Details,2022-03-25,Completed,Normal,,0058c00000BTShfAAH,,,,0018c00002FHQk5AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1123
00T8c00003S6EbeEAF,,0068c00000odYSZAA2,0,1,Lead Source Details,2022-03-17,Completed,Normal,,0058c00000BTShWAAX,,,,0018c00002FHROsAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1124
00T8c00003S6EbfEAF,,0068c00000odY92AAE,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShaAAH,,,,0018c00002FHRA6AAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1125
00T8c00003S6EbgEAF,,0068c00000odYO2AAM,0,1,Lead Source Details,2022-03-17,Completed,Normal,,0058c00000BTSheAAH,,,,0018c00002FHRLNAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1126
00T8c00003S6EbhEAF,,0068c00000odY4dAAE,0,1,Sent Equipment Lease Details,2022-01-06,Completed,Normal,,0058c00000BTShPAAX,,Other,,0018c00002FHR6vAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1127
00T8c00003S6EbiEAF,,0068c00000odXU3AAM,0,1,Email: Prospect Success Day,2022-03-02,Completed,Normal,,0058c00000BTSheAAH,,Email,,0018c00002FHQfvAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1128
00T8c00003S6EbjEAF,,0068c00000odYU1AAM,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShSAAX,,,,0018c00002FHRQ6AAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1129
00T8c00003S6EbkEAF,,0068c00000odXrkAAE,0,1,Lead Source Details,2022-03-19,Completed,Normal,,0058c00000BTShVAAX,,,,0018c00002FHQxiAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1130
00T8c00003S6EblEAF,,0068c00000odXeBAAU,0,1,Lead Source Details,2022-03-20,Completed,Normal,,0058c00000BTShaAAH,,,,0018c00002FHQnLAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1131
00T8c00003S6EbmEAF,,0068c00000odYGlAAM,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShaAAH,,,,0018c00002FHRFlAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1132
00T8c00003S6EbnEAF,,0068c00000odXxyAAE,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShYAAX,,,,0018c00002FHR2FAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1133
00T8c00003S6EboEAF,,0068c00000odXlvAAE,0,1,Email: Prospect Success Day,2022-03-19,Completed,Normal,,0058c00000BTShdAAH,,Email,,0018c00002FHQtEAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1134
00T8c00003S6EbpEAF,,0068c00000odY5YAAU,0,1,Finalize Contract and Discuss Terms,2022-03-21,Completed,Normal,,0058c00000BTShQAAX,,Other,,0018c00002FHR7YAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1135
00T8c00003S6EbqEAF,,0068c00000odXI3AAM,0,1,Lead Source Details,2022-03-20,Completed,Normal,,0058c00000BTShPAAX,,,,0018c00002FHQX7AAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1136
00T8c00003S6EbrEAF,,0068c00000odY4XAAU,0,1,Lead Source Details,2022-03-20,Completed,Normal,,0058c00000BTShaAAH,,,,0018c00002FHR6qAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1137
00T8c00003S6EbsEAF,,0068c00000odXI3AAM,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShPAAX,,,,0018c00002FHQX7AAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1138
00T8c00003S6EbtEAF,,0068c00000odYNqAAM,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShPAAX,,,,0018c00002FHRLGAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1139
00T8c00003S6EbuEAF,,0068c00000odXQuAAM,0,1,Lead Source Details,2022-03-18,Completed,Normal,,0058c00000BTShRAAX,,,,0018c00002FHQdcAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1140
00T8c00003S6EbvEAF,,0068c00000odY4TAAU,0,1,Lead Source Details,2022-03-25,Completed,Normal,,0058c00000BTShcAAH,,,,0018c00002FHR6nAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1141
00T8c00003S6EbwEAF,,0068c00000odXa0AAE,0,1,Mass Email: TCO Whitepaper,2022-02-09,Completed,Normal,,0058c00000BTShfAAH,,Email,,0018c00002FHQk9AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1142
00T8c00003S6EbxEAF,,0068c00000odYAVAA2,0,1,Mass Email: TCO Whitepaper,2022-02-08,Completed,Normal,,0058c00000BTShYAAX,,Email,,0018c00002FHRB1AAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1143
00T8c00003S6EbyEAF,,0068c00000odXLQAA2,0,1,Mass Email: TCO Whitepaper,2022-02-03,Completed,Normal,,0058c00000BTShfAAH,,Email,,0018c00002FHQZXAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1144
00T8c00003S6EbzEAF,,0068c00000odY4UAAU,0,1,Email: Learn the True Total Cost of Ownership.,2022-01-23,Completed,Normal,,0058c00000BTShSAAX,,Email,,0018c00002FHR6oAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1145
00T8c00003S6Ec0EAF,,0068c00000odY04AAE,0,1,Email: Executive Speaker Series Invitation,2022-01-25,Completed,Normal,,0058c00000BTShfAAH,,Email,,0018c00002FHR3gAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1146
00T8c00003S6Ec1EAF,,0068c00000odYUIAA2,0,1,Send Thank You,2022-03-13,Completed,Normal,,0058c00000BTShbAAH,,Email,,0018c00002FHRQJAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1147
00T8c00003S6Ec2EAF,,0068c00000odYOGAA2,0,1,Call for update,2022-01-28,Completed,Normal,,0058c00000BTShPAAX,,Email,,0018c00002FHRLXAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1148
00T8c00003S6Ec3EAF,,0068c00000odXSTAA2,0,1,Send new pricing,2022-03-13,Completed,Normal,,0058c00000BTShUAAX,,Email,,0018c00002FHQelAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1149
00T8c00003S6Ec4EAF,,0068c00000odXeiAAE,0,1,Discovery call,2022-04-20,Not Started,Normal,,0058c00000BTSheAAH,,Call,,0018c00002FHQnjAAH,,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1150
00T8c00003S6Ec5EAF,,0068c00000odYPLAA2,0,1,Left Voicemail: Introduction,2022-03-19,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHRMHAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1151
00T8c00003S6Ec6EAF,,0068c00000odXSWAA2,0,1,Review Updated Sales Presentation,2022-04-25,Not Started,Normal,,0058c00000BTShfAAH,,Prep,,0018c00002FHQenAAH,,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1152
00T8c00003S6Ec7EAF,,0068c00000odYImAAM,0,1,Tradeshow Preparation,2022-03-13,Completed,Normal,,0058c00000BTShbAAH,,Prep,,0018c00002FHRHOAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1153
00T8c00003S6Ec8EAF,,0068c00000odXLBAA2,0,1,Lead Follow Up - Tradeshow,2022-04-24,Not Started,Normal,,0058c00000BTShRAAX,,Email,,0018c00002FHQZNAA5,,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1154
00T8c00003S6Ec9EAF,,0068c00000odYFdAAM,0,1,Email: Re: Partner Upsell Opportunities,2022-03-13,Completed,Normal,,0058c00000BTShdAAH,,Email,,0018c00002FHREsAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1155
00T8c00003S6EcAEAV,,0068c00000odYGUAA2,0,1,Email: Proposed Solution for Case: 00001169,2022-03-13,Completed,Normal,,0058c00000BTShQAAX,,Email,,0018c00002FHRFYAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1156
00T8c00003S6EcBEAV,,0068c00000odY0NAAU,0,1,Follow-up Call,2022-04-16,Not Started,Normal,,0058c00000BTShTAAX,,Call,,0018c00002FHR3uAAH,,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1157
00T8c00003S6EcCEAV,,0068c00000odXdPAAU,0,1,Review Case,2022-04-16,Not Started,Normal,,0058c00000BTShUAAX,,Call,,0018c00002FHQmiAAH,,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1158
00T8c00003S6EcDEAV,,0068c00000odYTJAA2,0,1,Email: Proposed Solution for Case: 00001198,2022-03-13,Completed,Normal,,0058c00000BTShWAAX,,Email,,0018c00002FHRPYAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1159
00T8c00003S6EcEEAV,,0068c00000odXNTAA2,0,1,Email: Case Confirmation: Case # 00001203,2022-03-13,Completed,Normal,,0058c00000BTShPAAX,,Email,,0018c00002FHQbCAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1160
00T8c00003S6EcFEAV,,0068c00000odXMGAA2,0,1,Email: Proposed Solution for Case: 00001164,2022-03-13,Completed,Normal,,0058c00000BTShQAAX,,Email,,0018c00002FHQaHAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1161
00T8c00003S6EcGEAV,,0068c00000odXfbAAE,0,1,Call with Director of Operations,2022-03-13,Completed,Normal,,0058c00000BTShfAAH,,Call,,0018c00002FHQoLAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1162
00T8c00003S6EcHEAV,,0068c00000odXYqAAM,0,1,Lead Qualification Call,2022-02-05,Completed,Normal,,0058c00000BTShPAAX,,Call,,0018c00002FHQjHAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1163
00T8c00003S6EcIEAV,,0068c00000odXKdAAM,0,1,Discovery Call,2022-03-07,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHQYxAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1164
00T8c00003S6EcJEAV,,0068c00000odXZVAA2,0,1,Closing Call,2022-03-12,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHQjkAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1165
00T8c00003S6EcKEAV,,0068c00000odXtTAAU,0,1,Mass Email: Visit our booth at TradeWorld!,2022-03-19,Completed,Normal,,0058c00000BTShZAAX,,Email,,0018c00002FHQyvAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1166
00T8c00003S6EcLEAV,,0068c00000odXlAAAU,0,1,Email: Quote,2022-03-15,Completed,Normal,,0058c00000BTShdAAH,,Email,,0018c00002FHQsjAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1167
00T8c00003S6EcMEAV,,0068c00000odYS7AAM,0,1,Mass Email: New Product Launch!,2022-03-08,Completed,Normal,,0058c00000BTShaAAH,,Email,,0018c00002FHROYAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1168
00T8c00003S6EcNEAV,,0068c00000odY3EAAU,0,1,Email: Case Confirmation: Case # 00001198,2022-03-22,Completed,Normal,,0058c00000BTShfAAH,,Email,,0018c00002FHR5vAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1169
00T8c00003S6EcOEAV,,0068c00000odXGNAA2,0,1,Email: Case Confirmation: Case # 00001198,2022-03-22,Completed,Normal,,0058c00000BTShUAAX,,Email,,0018c00002FHQVrAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1170
00T8c00003S6EcPEAV,,0068c00000odYTVAA2,0,1,Email: Case Confirmation: Case # 00001182,2022-03-22,Completed,Normal,,0058c00000BTShRAAX,,Email,,0018c00002FHRPhAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1171
00T8c00003S6EcQEAV,,0068c00000odYEGAA2,0,1,Email: Customer Support Follow-Up Survey,2022-03-22,Completed,Normal,,0058c00000BTShcAAH,,Email,,0018c00002FHRDvAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1172
00T8c00003S6EcREAV,,0068c00000odXenAAE,0,1,Email: Case Confirmation: Case # 00001296,2022-03-01,Completed,Normal,,0058c00000BTShdAAH,,Email,,0018c00002FHQnnAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1173
00T8c00003S6EcSEAV,,0068c00000odYRuAAM,0,1,Mass Email: An Invitation to Customer Success Day!,2021-12-18,Completed,Normal,,0058c00000BTShPAAX,,Email,,0018c00002FHROPAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1174
00T8c00003S6EcTEAV,,0068c00000odXaEAAU,0,1,Mass Email: An Invitation to Customer Success Day!,2022-02-05,Completed,Normal,,0058c00000BTShaAAH,,Email,,0018c00002FHQkMAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1175
00T8c00003S6EcUEAV,,0068c00000odXuIAAU,0,1,Mass Email: An Invitation to Customer Success Day!,2022-01-25,Completed,Normal,,0058c00000BTShVAAX,,Email,,0018c00002FHQzXAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1176
00T8c00003S6EcVEAV,,0068c00000odYLPAA2,0,1,Mass Email: TCO Whitepaper,2022-02-07,Completed,Normal,,0058c00000BTSheAAH,,Email,,0018c00002FHRJJAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1177
00T8c00003S6EcWEAV,,0068c00000odYBPAA2,0,1,Mass Email: An Invitation to Customer Success Day !,2022-01-31,Completed,Normal,,0058c00000BTShcAAH,,Email,,0018c00002FHRBgAAP,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1178
00T8c00003S6EcXEAV,,0068c00000odXsiAAE,0,1,Call with Director of Operations,2022-03-13,Completed,Normal,,0058c00000BTShUAAX,,Call,,0018c00002FHQyRAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1179
00T8c00003S6EcYEAV,,0068c00000odYULAA2,0,1,Email: Case Confirmation: Case # 00001164,2022-03-13,Completed,Normal,,0058c00000BTShfAAH,,Email,,0018c00002FHRQMAA5,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1180
00T8c00003S6EcZEAV,,0068c00000odY6uAAE,0,1,Mass Email: TCO Whitepaper,2022-02-06,Completed,Normal,,0058c00000BTSheAAH,,Email,,0018c00002FHR8YAAX,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1181
00T8c00003S6EcaEAF,,0068c00000odXQAAA2,0,1,Mass Email: TCO Whitepaper,2022-02-04,Completed,Normal,,0058c00000BTSheAAH,,Email,,0018c00002FHQd8AAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1182
00T8c00003S6EcbEAF,,0068c00000odXPoAAM,0,1,Mass Email: TCO Whitepaper,2022-02-05,Completed,Normal,,0058c00000BTShfAAH,,Email,,0018c00002FHQcsAAH,1,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:24.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.1183
