Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Profit
3320,Bank Transfer,No,No,0,900000,2000,15,Month-to-month,No,None,0
3321,Bank Transfer,Yes,No,0,1800000,3000,31,Two years,Yes,None,0
3322,Mailed Check,Yes,No,0,1700000,2000,8,Two years,Yes,None,0
3323,Credit Card,Yes,No,0,800000,1000,64,One year,No,None,0
3324,Mailed Check,No,No,0,700000,10000,28,Month-to-month,No,None,0
3325,Credit Card,Yes,No,0,1800000,6000,57,One year,No,None,0
3326,Mailed Check,Yes,No,0,1700000,13000,19,Two years,Yes,None,0
3327,Electronic Check,No,No,0,1600000,4000,51,Month-to-month,No,None,0
3328,Mailed Check,Yes,No,0,1700000,13000,67,Two years,Yes,None,0
3329,Electronic Check,No,No,0,800000,3000,11,Month-to-month,No,None,0
3330,Bank Transfer,Yes,No,0,1600000,11000,72,Two years,Yes,None,0
3331,Electronic Check,Yes,No,0,1000000,3000,66,One year,No,None,0
3332,Electronic Check,No,No,0,1500000,11000,9,Month-to-month,No,None,0
3333,Credit Card,No,No,0,900000,12000,9,Month-to-month,No,None,0
3334,Bank Transfer,No,No,0,1700000,14000,48,Month-to-month,No,None,0
3335,Mailed Check,No,No,0,800000,2000,10,Month-to-month,No,None,0
3336,Bank Transfer,Yes,No,0,1500000,5000,72,Two years,Yes,None,0
3337,Credit Card,Yes,No,0,1400000,7000,51,Two years,Yes,None,0
3338,Electronic Check,No,No,0,1800000,2000,61,Month-to-month,No,None,0
3339,Electronic Check,Yes,No,0,1500000,6000,54,One year,No,None,0
3340,Mailed Check,No,No,0,900000,8000,33,Month-to-month,No,None,0
3341,Bank Transfer,Yes,No,0,900000,11000,27,Two years,Yes,None,0
3342,Mailed Check,No,No,0,1600000,6000,23,Month-to-month,No,None,0
3343,Mailed Check,No,No,0,1400000,10000,1,Month-to-month,No,None,0
3344,Mailed Check,Yes,No,0,1500000,1000,45,Two years,Yes,None,0
3345,Bank Transfer,Yes,No,0,1400000,7000,39,Two years,Yes,None,0
3346,Bank Transfer,Yes,No,0,1800000,7000,72,Two years,Yes,None,0
3347,Bank Transfer,No,No,0,1000000,6000,58,Month-to-month,No,None,0
3348,Bank Transfer,Yes,No,0,1900000,8000,70,Two years,Yes,None,0
3349,Bank Transfer,Yes,No,0,1000000,2000,61,One year,No,None,0
3350,Mailed Check,No,No,0,1800000,5000,2,Month-to-month,No,None,0
3351,Mailed Check,Yes,No,0,1200000,9000,46,One year,No,None,0
3352,Credit Card,Yes,No,0,1200000,9000,48,Two years,Yes,None,0
3353,Credit Card,Yes,No,0,1200000,3000,64,Two years,Yes,None,0
3354,Bank Transfer,Yes,No,0,1900000,13000,72,Two years,Yes,None,0
3355,Credit Card,No,No,0,1900000,14000,12,Month-to-month,No,None,0
3356,Credit Card,Yes,No,0,1500000,8000,72,Two years,Yes,None,0
3357,Electronic Check,No,No,0,1400000,14000,29,Month-to-month,No,None,0
3358,Credit Card,Yes,No,0,1000000,11000,33,One year,No,None,0
3359,Mailed Check,No,No,0,700000,7000,1,Month-to-month,No,None,0
3360,Electronic Check,Yes,No,0,700000,12000,62,One year,No,None,0
3361,Credit Card,No,No,0,1800000,8000,4,Month-to-month,No,None,0
3362,Electronic Check,No,No,0,1000000,2000,24,Month-to-month,No,None,0
3363,Mailed Check,Yes,No,0,1500000,8000,14,One year,No,None,0
3364,Mailed Check,Yes,No,0,1000000,13000,35,One year,No,None,0
3365,Mailed Check,Yes,No,0,700000,8000,6,Two years,Yes,None,0
3366,Electronic Check,No,No,0,1000000,8000,17,Month-to-month,No,None,0
3367,Mailed Check,No,No,0,700000,4000,10,Month-to-month,No,None,0
3368,Credit Card,Yes,No,0,800000,1000,15,One year,No,None,0
3369,Bank Transfer,Yes,No,0,1600000,5000,13,One year,No,None,0
3370,Bank Transfer,No,No,0,800000,12000,58,Month-to-month,No,None,0
3371,Credit Card,Yes,No,0,1200000,5000,45,One year,No,None,0
3372,Bank Transfer,Yes,No,0,1700000,8000,72,Two years,Yes,None,0
3373,Bank Transfer,Yes,No,0,1100000,11000,68,One year,No,None,0
3374,Electronic Check,No,No,0,1700000,10000,38,Month-to-month,No,None,0
3375,Mailed Check,No,No,0,1800000,8000,2,Month-to-month,No,None,0
3376,Mailed Check,No,No,0,1300000,3000,11,Month-to-month,No,None,0
3377,Bank Transfer,Yes,No,0,1400000,1000,20,One year,No,None,0
3378,Bank Transfer,Yes,No,0,1900000,5000,72,Two years,Yes,None,0
3379,Electronic Check,No,No,0,900000,11000,40,Month-to-month,No,None,0
3380,Bank Transfer,No,No,0,1900000,12000,62,Month-to-month,No,None,0
3381,Electronic Check,No,No,0,1900000,13000,22,Month-to-month,No,None,0
3382,Bank Transfer,No,No,0,1900000,8000,11,Month-to-month,No,None,0
3383,Electronic Check,No,No,0,700000,5000,7,Month-to-month,No,None,0
3384,Mailed Check,No,No,0,1900000,4000,3,Month-to-month,No,None,0
3385,Credit Card,Yes,No,0,1100000,6000,58,Two years,Yes,None,0
3386,Mailed Check,No,No,0,900000,8000,6,Month-to-month,No,None,0
3387,Mailed Check,No,No,0,800000,13000,22,Month-to-month,No,None,0
3388,Credit Card,Yes,No,0,1400000,6000,64,One year,No,None,0
3389,Mailed Check,No,No,0,700000,6000,6,Month-to-month,No,None,0
3390,Bank Transfer,Yes,No,0,1500000,6000,39,One year,No,None,0
3391,Mailed Check,Yes,No,0,1100000,9000,20,One year,No,None,0
3392,Credit Card,Yes,No,0,1500000,10000,64,One year,No,None,0
3393,Credit Card,No,No,0,1300000,11000,46,Month-to-month,No,None,0
3394,Electronic Check,Yes,No,0,1800000,6000,28,One year,No,None,0
3395,Mailed Check,No,No,0,900000,13000,33,Month-to-month,No,None,0
3396,Electronic Check,Yes,No,0,900000,3000,39,One year,No,None,0
3397,Electronic Check,No,No,0,1800000,9000,1,Month-to-month,No,None,0
3398,Credit Card,Yes,No,0,800000,1000,70,Two years,Yes,None,0
3399,Bank Transfer,Yes,No,0,1500000,7000,65,Two years,Yes,None,0
3400,Electronic Check,No,No,0,900000,7000,1,Month-to-month,No,None,0
3401,Electronic Check,No,No,0,1300000,13000,18,Month-to-month,No,None,0
3402,Bank Transfer,Yes,No,0,1200000,4000,63,Two years,Yes,None,0
3403,Mailed Check,Yes,No,0,1500000,11000,44,One year,No,None,0
3404,Electronic Check,No,No,0,1300000,7000,4,Month-to-month,No,None,0
3405,Electronic Check,No,No,0,1000000,7000,37,Month-to-month,No,None,0
3406,Bank Transfer,No,No,0,1000000,2000,34,Month-to-month,No,None,0
3407,Credit Card,Yes,No,0,1300000,10000,35,One year,No,None,0
3408,Electronic Check,No,No,0,1300000,3000,4,Month-to-month,No,None,0
3409,Electronic Check,No,No,0,1200000,2000,39,Month-to-month,No,None,0
3410,Bank Transfer,Yes,No,0,1900000,9000,43,One year,No,None,0
3411,Bank Transfer,Yes,No,0,1000000,1000,61,Two years,Yes,None,0
3412,Electronic Check,Yes,No,0,1600000,4000,49,One year,No,None,0
3413,Mailed Check,Yes,No,0,1700000,8000,4,One year,No,None,0
3414,Electronic Check,Yes,No,0,1500000,6000,64,Two years,Yes,None,0
3415,Mailed Check,No,No,0,1400000,5000,3,Month-to-month,No,None,0
3416,Electronic Check,No,No,0,1900000,1000,1,Month-to-month,No,None,0
3417,Electronic Check,Yes,No,0,700000,11000,40,One year,No,None,0
3418,Bank Transfer,Yes,No,0,1900000,9000,34,One year,No,None,0
3419,Electronic Check,No,No,0,900000,12000,1,Month-to-month,No,None,0
3420,Electronic Check,Yes,No,0,1200000,13000,45,Two years,Yes,None,0
3421,Credit Card,Yes,No,0,1500000,13000,43,One year,No,None,0
3422,Mailed Check,Yes,No,0,1800000,6000,41,Two years,Yes,None,0
3423,Electronic Check,No,No,0,900000,7000,5,Month-to-month,No,None,0
3424,Credit Card,Yes,No,0,1000000,1000,72,Two years,Yes,None,0
3425,Mailed Check,Yes,No,0,1700000,6000,4,One year,No,None,0
3426,Mailed Check,No,No,0,1300000,9000,9,Month-to-month,No,None,0
3427,Credit Card,Yes,No,0,1400000,2000,72,Two years,Yes,None,0
3428,Mailed Check,Yes,No,0,800000,1000,33,One year,No,None,0
3429,Bank Transfer,Yes,No,0,700000,2000,72,Two years,Yes,None,0
3430,Electronic Check,No,No,0,1100000,11000,15,Month-to-month,No,None,0
3431,Electronic Check,No,No,0,1600000,2000,29,Month-to-month,No,None,0
3432,Bank Transfer,No,No,0,1400000,14000,15,Month-to-month,No,None,0
3433,Bank Transfer,Yes,No,0,1900000,3000,72,Two years,Yes,None,0
3434,Electronic Check,No,No,0,800000,10000,19,Month-to-month,No,None,0
3435,Mailed Check,No,No,0,1100000,10000,1,Month-to-month,No,None,0
3436,Electronic Check,No,No,0,1600000,4000,2,Month-to-month,No,None,0
3437,Credit Card,No,No,0,1900000,13000,11,Month-to-month,No,None,0
3438,Mailed Check,Yes,No,0,1900000,2000,12,One year,No,None,0
3439,Electronic Check,Yes,No,0,1500000,12000,70,Two years,Yes,None,0
3440,Bank Transfer,No,No,0,1100000,10000,23,Month-to-month,No,None,0
3441,Credit Card,Yes,No,0,900000,6000,49,Two years,Yes,None,0
3442,Electronic Check,No,No,0,900000,6000,2,Month-to-month,No,None,0
3443,Credit Card,Yes,No,0,1400000,6000,69,Two years,Yes,None,0
3444,Mailed Check,Yes,No,0,1600000,12000,24,Two years,Yes,None,0
3445,Credit Card,Yes,No,0,1400000,3000,32,One year,No,None,0
3446,Bank Transfer,Yes,No,0,1700000,3000,27,Two years,Yes,None,0
3447,Bank Transfer,No,No,0,1500000,11000,58,Month-to-month,No,None,0
3448,Credit Card,Yes,No,0,1600000,1000,18,Two years,Yes,None,0
3449,Bank Transfer,Yes,No,0,1500000,2000,47,Two years,Yes,None,0
3450,Electronic Check,Yes,No,0,1800000,13000,70,Two years,Yes,None,0
3451,Credit Card,No,No,0,1800000,10000,36,Month-to-month,No,None,0
3452,Mailed Check,Yes,No,0,1400000,4000,67,Two years,Yes,None,0
3453,Mailed Check,No,No,0,800000,11000,10,Month-to-month,No,None,0
3454,Bank Transfer,Yes,No,0,1300000,5000,71,Two years,Yes,None,0
3455,Mailed Check,Yes,No,0,1600000,11000,72,Two years,Yes,None,0
3456,Mailed Check,Yes,No,0,1700000,6000,48,Two years,Yes,None,0
3457,Mailed Check,No,No,0,1300000,8000,1,Month-to-month,No,None,0
3458,Electronic Check,No,No,0,1200000,3000,18,Month-to-month,No,None,0
3459,Bank Transfer,Yes,No,0,1000000,11000,67,Two years,Yes,None,0
3460,Mailed Check,Yes,No,0,1900000,3000,69,Two years,Yes,None,0
3461,Mailed Check,Yes,No,0,1300000,7000,72,Two years,Yes,None,0
3462,Mailed Check,Yes,No,0,1900000,6000,38,Two years,Yes,None,0
3463,Electronic Check,Yes,No,0,1100000,8000,40,One year,No,None,0
3464,Mailed Check,Yes,No,0,1700000,11000,61,Two years,Yes,None,0
3465,Credit Card,Yes,No,0,1700000,3000,32,One year,No,None,0
3466,Credit Card,No,No,0,1400000,11000,21,Month-to-month,No,None,0
3467,Electronic Check,Yes,No,0,1000000,8000,59,One year,No,None,0
3468,Credit Card,Yes,No,0,900000,11000,47,Two years,Yes,None,0
3469,Bank Transfer,Yes,No,0,1600000,7000,69,Two years,Yes,None,0
3470,Credit Card,No,No,0,1700000,8000,2,Month-to-month,No,None,0
3471,Bank Transfer,No,No,0,1300000,8000,22,Month-to-month,No,None,0
3472,Electronic Check,No,No,0,1100000,2000,15,Month-to-month,No,None,0
3473,Credit Card,Yes,No,0,800000,14000,53,Two years,Yes,None,0
3474,Mailed Check,No,No,0,1100000,5000,28,Month-to-month,No,None,0
3475,Mailed Check,Yes,No,0,1900000,7000,22,One year,No,None,0
3476,Electronic Check,No,No,0,900000,7000,16,Month-to-month,No,None,0
3477,Mailed Check,Yes,No,0,1500000,11000,48,Two years,Yes,None,0
3478,Bank Transfer,No,No,0,1900000,10000,30,Month-to-month,No,None,0
3479,Electronic Check,No,No,0,1100000,3000,3,Month-to-month,No,None,0
3480,Electronic Check,Yes,No,0,800000,14000,57,Two years,Yes,None,0
3481,Bank Transfer,Yes,No,0,1600000,9000,23,One year,No,None,0
3482,Credit Card,Yes,No,0,800000,5000,65,Two years,Yes,None,0
3483,Bank Transfer,Yes,No,0,1800000,13000,44,One year,No,None,0
3484,Bank Transfer,Yes,No,0,1100000,11000,71,Two years,Yes,None,0
3485,Credit Card,Yes,No,0,800000,2000,37,One year,No,None,0
3486,Mailed Check,No,No,0,700000,3000,12,Month-to-month,No,None,0
3487,Bank Transfer,Yes,No,0,1900000,11000,69,Two years,Yes,None,0
3488,Electronic Check,No,No,0,1300000,9000,35,Month-to-month,No,None,0
3489,Bank Transfer,No,No,0,1000000,14000,5,Month-to-month,No,None,0
3490,Bank Transfer,Yes,No,0,1000000,13000,58,Two years,Yes,None,0
3491,Bank Transfer,Yes,No,0,1100000,9000,72,Two years,Yes,None,0
3492,Mailed Check,Yes,No,0,1300000,1000,72,Two years,Yes,None,0
3493,Credit Card,No,No,0,1000000,14000,1,Month-to-month,No,None,0
3494,Credit Card,Yes,No,0,1700000,12000,53,One year,No,None,0
3495,Electronic Check,No,No,0,1000000,11000,27,Month-to-month,No,None,0
3496,Electronic Check,No,No,0,1500000,3000,18,Month-to-month,No,None,0
3497,Mailed Check,Yes,No,0,1000000,9000,46,Two years,Yes,None,0
3498,Credit Card,Yes,No,0,1200000,7000,72,Two years,Yes,None,0
3499,Electronic Check,No,No,0,700000,14000,4,Month-to-month,No,None,0
3500,Credit Card,Yes,No,0,1800000,6000,25,Two years,Yes,None,0
3501,Electronic Check,No,No,0,800000,1000,40,Month-to-month,No,None,0
3502,Electronic Check,No,No,0,900000,1000,63,Month-to-month,No,None,0
3503,Credit Card,No,No,0,1200000,5000,14,Month-to-month,No,None,0
3504,Bank Transfer,Yes,No,0,1300000,1000,72,Two years,Yes,None,0
3505,Electronic Check,No,No,0,1500000,13000,39,Month-to-month,No,None,0
3506,Credit Card,Yes,No,0,700000,10000,47,Two years,Yes,None,0
3507,Credit Card,No,No,0,1300000,9000,19,Month-to-month,No,None,0
3508,Mailed Check,No,No,0,1100000,11000,3,Month-to-month,No,None,0
3509,Electronic Check,No,No,0,1000000,8000,8,Month-to-month,No,None,0
3510,Bank Transfer,Yes,No,0,1400000,5000,35,Two years,Yes,None,0
3511,Mailed Check,Yes,No,0,800000,4000,8,Two years,Yes,None,0
3512,Credit Card,Yes,No,0,1200000,2000,71,One year,No,None,0
3513,Bank Transfer,No,No,0,1000000,5000,43,Month-to-month,No,None,0
3514,Bank Transfer,No,No,0,1600000,13000,29,Month-to-month,No,None,0
3515,Credit Card,Yes,No,0,1300000,12000,65,Two years,Yes,None,0
3516,Electronic Check,No,No,0,1600000,12000,35,Month-to-month,No,None,0
3517,Credit Card,Yes,No,0,1000000,11000,64,One year,No,None,0
3518,Credit Card,Yes,No,0,1800000,12000,58,Two years,Yes,None,0
3519,Credit Card,No,No,0,1400000,8000,18,Month-to-month,No,None,0
3520,Bank Transfer,No,No,0,1200000,14000,67,Month-to-month,No,None,0
3521,Mailed Check,Yes,No,0,1700000,12000,63,Two years,Yes,None,0
3522,Electronic Check,No,No,0,700000,12000,60,Month-to-month,No,None,0
3523,Credit Card,Yes,No,0,1800000,7000,70,Two years,Yes,None,0
3524,Mailed Check,Yes,No,0,1800000,5000,48,One year,No,None,0
3525,Electronic Check,No,No,0,800000,3000,12,Month-to-month,No,None,0
3526,Electronic Check,Yes,No,0,1900000,3000,71,One year,No,None,0
3527,Electronic Check,No,No,0,800000,6000,44,Month-to-month,No,None,0
3528,Mailed Check,Yes,No,0,1000000,11000,45,Two years,Yes,None,0
3529,Credit Card,Yes,No,0,1300000,1000,23,One year,No,None,0
3530,Bank Transfer,Yes,No,0,1100000,12000,43,One year,No,None,0
3531,Bank Transfer,No,No,0,800000,14000,35,Month-to-month,No,None,0
3532,Mailed Check,No,No,0,1100000,10000,9,Month-to-month,No,None,0
3533,Credit Card,No,No,0,1500000,12000,65,Month-to-month,No,None,0
3534,Mailed Check,No,No,0,800000,13000,27,Month-to-month,No,None,0
3535,Mailed Check,Yes,No,0,1200000,4000,40,One year,No,None,0
3536,Credit Card,Yes,No,0,800000,13000,8,One year,No,None,0
3537,Bank Transfer,Yes,No,0,1500000,2000,58,One year,No,None,0
3538,Electronic Check,Yes,No,0,1000000,9000,52,One year,No,None,0
3539,Mailed Check,No,No,0,1600000,8000,3,Month-to-month,No,None,0
3540,Electronic Check,Yes,No,0,1800000,11000,41,Two years,Yes,None,0
3541,Mailed Check,No,No,0,900000,9000,20,Month-to-month,No,None,0
3542,Electronic Check,No,No,0,1400000,8000,1,Month-to-month,No,None,0
3543,Electronic Check,No,No,0,1400000,1000,23,Month-to-month,No,None,0
3544,Bank Transfer,No,No,0,1500000,6000,6,Month-to-month,No,None,0
3545,Mailed Check,No,No,0,1700000,8000,8,Month-to-month,No,None,0
3546,Mailed Check,No,No,0,1800000,1000,18,Month-to-month,No,None,0
3547,Credit Card,No,No,0,1500000,13000,52,Month-to-month,No,None,0
3548,Electronic Check,No,No,0,900000,8000,31,Month-to-month,No,None,0
3549,Mailed Check,No,No,0,1300000,5000,29,Month-to-month,No,None,0
3550,Credit Card,Yes,No,0,1400000,1000,36,Two years,Yes,None,0
3551,Electronic Check,Yes,No,0,1400000,14000,42,One year,No,None,0
3552,Electronic Check,Yes,No,0,1300000,9000,60,Two years,Yes,None,0
3553,Credit Card,No,No,0,900000,7000,22,Month-to-month,No,None,0
3554,Mailed Check,Yes,No,0,1300000,13000,36,One year,No,None,0
3555,Mailed Check,No,No,0,900000,7000,9,Month-to-month,No,None,0
3556,Credit Card,No,No,0,1600000,14000,1,Month-to-month,No,None,0
3557,Electronic Check,No,No,0,1600000,13000,12,Month-to-month,No,None,0
3558,Mailed Check,Yes,No,0,1900000,7000,23,One year,No,None,0
3559,Bank Transfer,Yes,No,0,900000,10000,62,One year,No,None,0
3560,Mailed Check,No,No,0,1500000,1000,8,Month-to-month,No,None,0
3561,Credit Card,No,No,0,1900000,9000,31,Month-to-month,No,None,0
3562,Bank Transfer,No,No,0,1300000,5000,45,Month-to-month,No,None,0
3563,Credit Card,Yes,No,0,700000,10000,69,Two years,Yes,None,0
3564,Mailed Check,No,No,0,1400000,7000,2,Month-to-month,No,None,0
3565,Electronic Check,Yes,No,0,1500000,4000,44,One year,No,None,0
3566,Credit Card,Yes,No,0,1400000,4000,72,Two years,Yes,None,0
3567,Electronic Check,No,No,0,1300000,3000,13,Month-to-month,No,None,0
3568,Credit Card,Yes,No,0,1000000,5000,51,One year,No,None,0
3569,Electronic Check,Yes,No,0,1500000,6000,71,Two years,Yes,None,0
3570,Electronic Check,Yes,No,0,1300000,6000,56,One year,No,None,0
3571,Mailed Check,No,No,0,1700000,7000,1,Month-to-month,No,None,0
3572,Mailed Check,Yes,No,0,1600000,6000,23,One year,No,None,0
3573,Bank Transfer,Yes,No,0,1200000,14000,66,One year,No,None,0
3574,Mailed Check,No,No,0,800000,5000,1,Month-to-month,No,None,0
3575,Bank Transfer,No,No,0,700000,10000,11,Month-to-month,No,None,0
3576,Bank Transfer,No,No,0,1300000,5000,52,Month-to-month,No,None,0
3577,Electronic Check,No,No,0,1300000,8000,3,Month-to-month,No,None,0
3578,Bank Transfer,No,No,0,1200000,14000,51,Month-to-month,No,None,0
3579,Electronic Check,No,No,0,1300000,2000,64,Month-to-month,No,None,0
3580,Credit Card,No,No,0,1200000,7000,37,Month-to-month,No,None,0
3581,Mailed Check,Yes,No,0,1300000,11000,13,Two years,Yes,None,0
3582,Electronic Check,Yes,No,0,1500000,11000,49,One year,No,None,0
3583,Bank Transfer,Yes,No,0,800000,7000,45,One year,No,None,0
3584,Electronic Check,No,No,0,900000,8000,18,Month-to-month,No,None,0
3585,Bank Transfer,Yes,No,0,800000,10000,68,Two years,Yes,None,0
3586,Credit Card,Yes,No,0,1100000,6000,54,Two years,Yes,None,0
3587,Bank Transfer,No,No,0,1900000,3000,23,Month-to-month,No,None,0
3588,Credit Card,Yes,No,0,800000,10000,71,Two years,Yes,None,0
3589,Bank Transfer,Yes,No,0,1200000,1000,67,Two years,Yes,None,0
3590,Electronic Check,No,No,0,1900000,10000,14,Month-to-month,No,None,0
3591,Credit Card,Yes,No,0,1600000,12000,63,Two years,Yes,None,0
3592,Electronic Check,Yes,No,0,1100000,11000,41,One year,No,None,0
3593,Electronic Check,No,No,0,1800000,12000,17,Month-to-month,No,None,0
3594,Electronic Check,Yes,No,0,1800000,11000,56,One year,No,None,0
3595,Credit Card,No,No,0,800000,11000,5,Month-to-month,No,None,0
3596,Mailed Check,No,No,0,1800000,7000,3,Month-to-month,No,None,0
3597,Electronic Check,Yes,No,0,1600000,10000,37,One year,No,None,0
3598,Mailed Check,No,No,0,1400000,10000,8,Month-to-month,No,None,0
3599,Credit Card,No,No,0,1300000,6000,63,Month-to-month,No,None,0
3600,Mailed Check,No,No,0,1700000,7000,7,Month-to-month,No,None,0
3601,Electronic Check,No,No,0,700000,14000,3,Month-to-month,No,None,0
3602,Bank Transfer,Yes,No,0,1700000,12000,72,Two years,Yes,None,0
3603,Electronic Check,No,No,0,1200000,14000,19,Month-to-month,No,None,0
3604,Bank Transfer,Yes,No,0,1400000,1000,59,Two years,Yes,None,0
3605,Electronic Check,No,No,0,900000,2000,35,Month-to-month,No,None,0
3606,Credit Card,No,No,0,1700000,13000,14,Month-to-month,No,None,0
3607,Credit Card,Yes,No,0,1400000,13000,69,Two years,Yes,None,0
3608,Electronic Check,No,No,0,1700000,5000,7,Month-to-month,No,None,0
3609,Bank Transfer,Yes,No,0,900000,12000,69,Two years,Yes,None,0
3610,Electronic Check,Yes,No,0,1300000,3000,72,Two years,Yes,None,0
3611,Electronic Check,No,No,0,1600000,10000,4,Month-to-month,No,None,0
3612,Credit Card,No,No,0,1000000,9000,63,Month-to-month,No,None,0
3613,Bank Transfer,Yes,No,0,1300000,5000,72,Two years,Yes,None,0
3614,Electronic Check,Yes,No,0,1500000,1000,46,Two years,Yes,None,0
3615,Mailed Check,No,No,0,1800000,9000,30,Month-to-month,No,None,0
3616,Bank Transfer,Yes,No,0,1600000,13000,63,Two years,Yes,None,0
3617,Bank Transfer,Yes,No,0,1000000,10000,60,Two years,Yes,None,0
3618,Electronic Check,No,No,0,1200000,8000,25,Month-to-month,No,None,0
3619,Electronic Check,No,No,0,800000,14000,6,Month-to-month,No,None,0
3620,Mailed Check,Yes,No,0,1600000,1000,22,Two years,Yes,None,0
3621,Bank Transfer,Yes,No,0,1900000,13000,31,Two years,Yes,None,0
3622,Bank Transfer,No,No,0,1300000,10000,39,Month-to-month,No,None,0
3623,Electronic Check,No,No,0,1800000,5000,12,Month-to-month,No,None,0
3624,Mailed Check,No,No,0,1000000,14000,2,Month-to-month,No,None,0
3625,Bank Transfer,Yes,No,0,1800000,5000,39,One year,No,None,0
3626,Mailed Check,No,No,0,1000000,14000,7,Month-to-month,No,None,0
3627,Electronic Check,No,No,0,1100000,14000,4,Month-to-month,No,None,0
3628,Electronic Check,No,No,0,1500000,2000,55,Month-to-month,No,None,0
3629,Bank Transfer,Yes,No,0,1100000,13000,72,Two years,Yes,None,0
3630,Credit Card,No,No,0,1400000,12000,10,Month-to-month,No,None,0
3631,Electronic Check,No,No,0,1000000,3000,11,Month-to-month,No,None,0
3632,Electronic Check,No,No,0,1800000,1000,15,Month-to-month,No,None,0
3633,Bank Transfer,Yes,No,0,1200000,14000,23,Two years,Yes,None,0
3634,Mailed Check,No,No,0,1000000,2000,1,Month-to-month,No,None,0
3635,Electronic Check,Yes,No,0,800000,11000,47,One year,No,None,0
3636,Mailed Check,Yes,No,0,1000000,8000,15,One year,No,None,0
3637,Bank Transfer,Yes,No,0,1500000,7000,68,One year,No,None,0
3638,Bank Transfer,Yes,No,0,900000,5000,21,One year,No,None,0
3639,Mailed Check,No,No,0,1000000,12000,21,Month-to-month,No,None,0
3640,Bank Transfer,Yes,No,0,1100000,4000,56,One year,No,None,0
3641,Credit Card,No,No,0,700000,12000,6,Month-to-month,No,None,0
3642,Bank Transfer,Yes,No,0,1900000,5000,65,Two years,Yes,None,0
3643,Credit Card,Yes,No,0,1800000,10000,42,One year,No,None,0
3644,Bank Transfer,Yes,No,0,1500000,13000,68,Two years,Yes,None,0
3645,Bank Transfer,Yes,No,0,1100000,13000,48,Two years,Yes,None,0
3646,Electronic Check,Yes,No,0,1000000,14000,50,One year,No,None,0
3647,Electronic Check,No,No,0,1900000,10000,7,Month-to-month,No,None,0
3648,Electronic Check,Yes,No,0,900000,6000,63,Two years,Yes,None,0
3649,Credit Card,No,No,0,1100000,13000,17,Month-to-month,No,None,0
3650,Mailed Check,No,No,0,800000,8000,4,Month-to-month,No,None,0
3651,Bank Transfer,Yes,No,0,1200000,10000,62,Two years,Yes,None,0
3652,Electronic Check,No,No,0,1600000,8000,2,Month-to-month,No,None,0
3653,Bank Transfer,Yes,No,0,1700000,5000,48,Two years,Yes,None,0
3654,Bank Transfer,Yes,No,0,700000,2000,27,Two years,Yes,None,0
3655,Bank Transfer,Yes,No,0,1200000,4000,70,Two years,Yes,None,0
3656,Bank Transfer,No,No,0,1900000,4000,17,Month-to-month,No,None,0
3657,Electronic Check,No,No,0,1600000,6000,34,Month-to-month,No,None,0
3658,Electronic Check,No,No,0,800000,11000,42,Month-to-month,No,None,0
3659,Credit Card,Yes,No,0,1500000,14000,71,Two years,Yes,None,0
3660,Bank Transfer,No,No,0,1000000,3000,19,Month-to-month,No,None,0
3661,Credit Card,Yes,No,0,1700000,9000,57,Two years,Yes,None,0
3662,Electronic Check,Yes,No,0,1800000,5000,72,Two years,Yes,None,0
3663,Mailed Check,No,No,0,1200000,9000,6,Month-to-month,No,None,0
3664,Bank Transfer,Yes,No,0,1300000,7000,61,Two years,Yes,None,0
3665,Credit Card,Yes,No,0,1000000,3000,48,Two years,Yes,None,0
3666,Credit Card,No,No,0,1200000,12000,16,Month-to-month,No,None,0
3667,Electronic Check,No,No,0,1000000,10000,3,Month-to-month,No,None,0
3668,Credit Card,Yes,No,0,1700000,1000,65,Two years,Yes,None,0
3669,Credit Card,Yes,No,0,1400000,2000,70,Two years,Yes,None,0
3670,Mailed Check,Yes,No,0,1800000,14000,60,One year,No,None,0
3671,Electronic Check,Yes,No,0,1000000,4000,69,One year,No,None,0
3672,Electronic Check,No,No,0,1600000,7000,35,Month-to-month,No,None,0
3673,Mailed Check,No,No,0,1800000,10000,22,Month-to-month,No,None,0
3674,Bank Transfer,Yes,No,0,1100000,14000,66,Two years,Yes,None,0
3675,Credit Card,No,No,0,800000,3000,34,Month-to-month,No,None,0
3676,Electronic Check,Yes,No,0,1000000,5000,31,One year,No,None,0
3677,Bank Transfer,Yes,No,0,1500000,14000,30,One year,No,None,0
3678,Credit Card,No,No,0,1800000,13000,19,Month-to-month,No,None,0
3679,Electronic Check,No,No,0,800000,11000,65,Month-to-month,No,None,0
3680,Mailed Check,Yes,No,0,1400000,12000,30,Two years,Yes,None,0
3681,Mailed Check,Yes,No,0,900000,6000,6,One year,No,None,0
3682,Electronic Check,No,No,0,900000,2000,2,Month-to-month,No,None,0
3683,Electronic Check,No,No,0,1100000,14000,53,Month-to-month,No,None,0
3684,Electronic Check,No,No,0,1500000,3000,7,Month-to-month,No,None,0
3685,Bank Transfer,Yes,No,0,1000000,3000,61,One year,No,None,0
3686,Electronic Check,No,No,0,700000,2000,13,Month-to-month,No,None,0
3687,Bank Transfer,Yes,No,0,1500000,1000,35,One year,No,None,0
3688,Credit Card,No,No,0,900000,13000,2,Month-to-month,No,None,0
