Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Gender,Age
3903,Credit Card,Yes,No,0,180,14000,56,Two years,Yes,None,Female,35
3904,Bank Transfer,Yes,No,0,110,6000,72,Two years,Yes,None,Male,51
3905,Credit Card,Yes,No,0,170,11000,54,Two years,Yes,None,Male,38
3906,Electronic Check,No,No,0,70,13000,52,Month-to-month,No,None,Female,34
3907,Bank Transfer,Yes,No,0,110,13000,50,Two years,Yes,None,Female,25
3908,Credit Card,Yes,No,0,100,10000,27,One year,No,None,Male,58
3909,Bank Transfer,Yes,No,0,130,8000,72,Two years,Yes,None,Female,40
3910,Credit Card,Yes,No,0,190,4000,62,One year,No,None,Male,36
3911,Electronic Check,No,No,0,110,11000,12,Month-to-month,No,None,Female,48
3912,Bank Transfer,Yes,No,0,70,7000,44,One year,No,None,Male,27
3913,Bank Transfer,Yes,No,0,80,13000,54,Two years,Yes,None,Female,51
3914,Bank Transfer,Yes,No,0,140,10000,68,Two years,Yes,None,Female,18
3915,Mailed Check,No,No,0,70,4000,20,Month-to-month,No,None,Female,35
3916,Bank Transfer,Yes,No,0,170,6000,50,One year,No,None,Female,27
3917,Credit Card,Yes,No,0,120,1000,58,Two years,Yes,None,Male,55
3918,Bank Transfer,No,No,0,120,10000,35,Month-to-month,No,None,Male,56
3919,Electronic Check,No,No,0,190,9000,2,Month-to-month,No,None,Male,34
3920,Mailed Check,Yes,No,0,110,14000,63,Two years,Yes,None,Female,40
3921,Credit Card,Yes,No,0,190,13000,58,One year,No,None,Female,34
3922,Mailed Check,Yes,No,0,100,12000,27,One year,No,None,Male,31
3923,Credit Card,Yes,No,0,80,3000,71,Two years,Yes,None,Female,35
3924,Credit Card,Yes,No,0,110,1000,63,One year,No,None,Female,38
3925,Bank Transfer,No,No,0,140,8000,71,Month-to-month,No,None,Male,34
3926,Bank Transfer,Yes,No,0,110,6000,68,Two years,Yes,None,Female,28
3927,Mailed Check,No,No,0,80,5000,1,Month-to-month,No,None,Male,31
3928,Electronic Check,Yes,No,0,120,13000,65,Two years,Yes,None,Male,39
3929,Bank Transfer,Yes,No,0,110,8000,72,Two years,Yes,None,Male,51
3930,Credit Card,No,No,0,180,12000,28,Month-to-month,No,None,Male,41
3931,Credit Card,Yes,No,0,120,13000,72,Two years,Yes,None,Female,37
3932,Electronic Check,No,No,0,190,11000,2,Month-to-month,No,None,Male,33
3933,Electronic Check,Yes,No,0,110,11000,60,One year,No,None,Male,32
3934,Electronic Check,No,No,0,160,1000,26,Month-to-month,No,None,Male,39
3935,Credit Card,Yes,No,0,190,7000,68,Two years,Yes,None,Male,25
3936,Bank Transfer,Yes,No,0,70,10000,42,One year,No,None,Male,52
3937,Bank Transfer,Yes,No,0,110,3000,57,Two years,Yes,None,Female,43
3938,Electronic Check,No,No,0,80,9000,54,Month-to-month,No,None,Female,27
3939,Mailed Check,Yes,No,0,80,9000,44,One year,No,None,Female,27
3940,Bank Transfer,No,No,0,90,13000,42,Month-to-month,No,None,Female,26
3941,Bank Transfer,Yes,No,0,150,6000,72,Two years,Yes,None,Male,42
3942,Mailed Check,Yes,No,0,90,3000,71,Two years,Yes,None,Female,52
3943,Credit Card,No,No,0,180,12000,23,Month-to-month,No,None,Female,37
3944,Credit Card,Yes,No,0,70,5000,30,Two years,Yes,None,Female,35
3945,Bank Transfer,Yes,No,0,160,13000,35,One year,No,None,Male,25
3946,Credit Card,Yes,No,0,90,10000,52,One year,No,None,Male,26
3947,Mailed Check,No,No,0,70,2000,1,Month-to-month,No,None,Male,29
3948,Credit Card,Yes,No,0,130,4000,71,Two years,Yes,None,Male,49
3949,Bank Transfer,Yes,No,0,170,7000,67,One year,No,None,Male,29
3950,Electronic Check,Yes,No,0,130,3000,60,One year,No,None,Female,54
3951,Bank Transfer,No,No,0,190,8000,23,Month-to-month,No,None,Female,58
3952,Bank Transfer,Yes,No,0,130,10000,39,One year,No,None,Female,55
3953,Mailed Check,Yes,No,0,180,5000,15,One year,No,None,Male,36
3954,Mailed Check,Yes,No,0,170,5000,24,Two years,Yes,None,Female,31
3955,Electronic Check,No,No,0,90,4000,37,Month-to-month,No,None,Female,30
3956,Electronic Check,Yes,No,0,160,10000,50,One year,No,None,Female,31
3957,Credit Card,Yes,No,0,120,8000,54,One year,No,None,Female,34
3958,Electronic Check,No,No,0,70,10000,3,Month-to-month,No,None,Male,31
3959,Electronic Check,No,No,0,190,14000,5,Month-to-month,No,None,Female,27
3960,Mailed Check,Yes,No,0,190,6000,33,Two years,Yes,None,Male,36
3961,Electronic Check,Yes,No,0,160,3000,41,One year,No,None,Male,36
3962,Mailed Check,Yes,No,0,160,5000,34,One year,No,None,Female,47
3963,Mailed Check,No,No,0,170,5000,13,Month-to-month,No,None,Male,25
3964,Credit Card,No,No,0,90,10000,20,Month-to-month,No,None,Male,37
3965,Credit Card,Yes,No,0,140,2000,51,Two years,Yes,None,Male,56
3966,Bank Transfer,No,No,0,170,8000,41,Month-to-month,No,None,Female,47
3967,Credit Card,No,No,0,190,11000,13,Month-to-month,No,None,Female,24
3968,Bank Transfer,Yes,No,0,170,13000,35,Two years,Yes,None,Female,32
3969,Mailed Check,No,No,0,160,10000,4,Month-to-month,No,None,Male,34
3970,Mailed Check,No,No,0,120,11000,12,Month-to-month,No,None,Female,41
3971,Mailed Check,Yes,No,0,70,6000,7,One year,No,None,Male,40
3972,Electronic Check,Yes,No,0,80,5000,53,One year,No,None,Male,31
3973,Bank Transfer,No,No,0,150,4000,63,Month-to-month,No,None,Male,46
3974,Mailed Check,No,No,0,180,4000,5,Month-to-month,No,None,Male,39
3975,Mailed Check,Yes,No,0,110,5000,37,One year,No,None,Female,31
3976,Electronic Check,No,No,0,90,10000,12,Month-to-month,No,None,Female,45
3977,Credit Card,Yes,No,0,180,1000,38,One year,No,None,Male,31
3978,Credit Card,No,No,0,160,8000,9,Month-to-month,No,None,Female,31
3979,Electronic Check,No,No,0,180,3000,13,Month-to-month,No,None,Male,45
3980,Credit Card,Yes,No,0,110,4000,47,Two years,Yes,None,Male,48
3981,Bank Transfer,No,No,0,120,10000,61,Month-to-month,No,None,Male,34
3982,Mailed Check,No,No,0,180,4000,16,Month-to-month,No,None,Female,40
3983,Electronic Check,Yes,No,0,80,1000,41,Two years,Yes,None,Male,28
3984,Electronic Check,Yes,No,0,120,5000,43,Two years,Yes,None,Male,44
3985,Electronic Check,No,No,0,90,1000,6,Month-to-month,No,None,Male,53
3986,Credit Card,Yes,No,0,150,8000,58,One year,No,None,Male,49
3987,Credit Card,No,No,0,150,2000,19,Month-to-month,No,None,Male,40
3988,Bank Transfer,Yes,No,0,130,5000,39,One year,No,None,Male,44
3989,Electronic Check,No,No,0,160,8000,8,Month-to-month,No,None,Male,33
3990,Mailed Check,No,No,0,70,2000,26,Month-to-month,No,None,Male,34
3991,Credit Card,No,No,0,190,1000,53,Month-to-month,No,None,Male,30
3992,Mailed Check,Yes,No,0,190,1000,70,Two years,Yes,None,Male,42
3993,Mailed Check,Yes,No,0,120,14000,59,Two years,Yes,None,Female,44
3994,Mailed Check,Yes,No,0,180,3000,7,One year,No,None,Female,30
3995,Credit Card,Yes,No,0,160,12000,59,One year,No,None,Male,57
3996,Bank Transfer,Yes,No,0,80,1000,61,Two years,Yes,None,Male,49
3997,Bank Transfer,Yes,No,0,180,11000,72,Two years,Yes,None,Male,34
3998,Mailed Check,No,No,0,130,4000,13,Month-to-month,No,None,Male,28
3999,Mailed Check,Yes,No,0,110,14000,64,One year,No,None,Male,29
4000,Mailed Check,Yes,No,0,80,2000,10,One year,No,None,Female,34
4001,Bank Transfer,Yes,No,0,100,12000,65,One year,No,None,Female,35
4002,Mailed Check,Yes,No,0,160,9000,62,Two years,Yes,None,Male,24
4003,Electronic Check,Yes,No,0,90,7000,55,One year,No,None,Male,24
4004,Electronic Check,No,No,0,140,12000,25,Month-to-month,No,None,Female,44
4005,Credit Card,No,No,0,120,11000,1,Month-to-month,No,None,Male,29
4006,Bank Transfer,Yes,No,0,140,12000,64,Two years,Yes,None,Male,30
4007,Bank Transfer,No,No,0,120,3000,36,Month-to-month,No,None,Male,55
4008,Mailed Check,Yes,No,0,110,3000,61,Two years,Yes,None,Male,33
4009,Bank Transfer,Yes,No,0,130,12000,26,One year,No,None,Female,47
4010,Credit Card,Yes,No,0,70,2000,68,Two years,Yes,None,Female,28
4011,Bank Transfer,Yes,No,0,190,6000,72,Two years,Yes,None,Male,28
4012,Electronic Check,Yes,No,0,90,14000,71,Two years,Yes,None,Male,28
4013,Credit Card,Yes,No,0,100,9000,57,Two years,Yes,None,Male,49
4014,Mailed Check,No,No,0,100,14000,4,Month-to-month,No,None,Female,29
4015,Electronic Check,No,No,0,130,2000,1,Month-to-month,No,None,Female,28
4016,Credit Card,Yes,No,0,110,4000,72,Two years,Yes,None,Male,33
4017,Bank Transfer,Yes,No,0,130,6000,21,One year,No,None,Male,32
4018,Bank Transfer,Yes,No,0,110,3000,71,Two years,Yes,None,Male,54
4019,Credit Card,Yes,No,0,80,8000,69,Two years,Yes,None,Female,29
4020,Credit Card,Yes,No,0,160,2000,64,Two years,Yes,None,Male,44
4021,Credit Card,No,No,0,90,2000,16,Month-to-month,No,None,Male,39
4022,Electronic Check,Yes,No,0,120,9000,4,One year,No,None,Female,46
4023,Mailed Check,No,No,0,90,1000,1,Month-to-month,No,None,Female,35
4024,Mailed Check,No,No,0,110,14000,18,Month-to-month,No,None,Female,23
4025,Mailed Check,No,No,0,140,6000,2,Month-to-month,No,None,Male,40
4026,Mailed Check,No,No,0,70,2000,19,Month-to-month,No,None,Male,34
4027,Bank Transfer,No,No,0,140,7000,40,Month-to-month,No,None,Male,31
4028,Electronic Check,Yes,No,0,150,14000,66,One year,No,None,Female,50
4029,Mailed Check,No,No,0,90,11000,21,Month-to-month,No,None,Male,34
4030,Electronic Check,No,No,0,160,10000,8,Month-to-month,No,None,Male,42
4031,Credit Card,Yes,No,0,80,14000,72,Two years,Yes,None,Male,37
4032,Bank Transfer,Yes,No,0,110,9000,48,One year,No,None,Male,29
4033,Bank Transfer,Yes,No,0,140,4000,69,Two years,Yes,None,Female,33
4034,Electronic Check,Yes,No,0,80,9000,72,Two years,Yes,None,Male,45
4035,Credit Card,Yes,No,0,70,3000,14,One year,No,None,Male,42
4036,Electronic Check,No,No,0,70,1000,6,Month-to-month,No,None,Male,40
4037,Bank Transfer,Yes,No,0,170,12000,8,Two years,Yes,None,Male,33
4038,Mailed Check,Yes,No,0,120,3000,17,One year,No,None,Male,40
4039,Electronic Check,Yes,No,0,100,3000,65,One year,No,None,Male,24
4040,Mailed Check,Yes,No,0,120,9000,57,One year,No,None,Male,40
4041,Bank Transfer,Yes,No,0,190,8000,56,One year,No,None,Male,45
4042,Electronic Check,No,No,0,170,8000,14,Month-to-month,No,None,Male,35
4043,Electronic Check,No,No,0,170,14000,52,Month-to-month,No,None,Female,32
4044,Credit Card,Yes,No,0,120,1000,58,Two years,Yes,None,Female,36
4045,Credit Card,No,No,0,120,1000,2,Month-to-month,No,None,Male,48
4046,Credit Card,No,No,0,170,5000,6,Month-to-month,No,None,Female,29
4047,Bank Transfer,Yes,No,0,70,11000,71,Two years,Yes,None,Male,33
4048,Bank Transfer,Yes,No,0,120,2000,46,Two years,Yes,None,Male,30
4049,Bank Transfer,No,No,0,90,9000,67,Month-to-month,No,None,Male,38
4050,Bank Transfer,No,No,0,190,14000,3,Month-to-month,No,None,Male,35
4051,Mailed Check,No,No,0,160,7000,3,Month-to-month,No,None,Male,30
4052,Mailed Check,Yes,No,0,70,2000,50,One year,No,None,Male,35
4053,Electronic Check,No,No,0,110,12000,23,Month-to-month,No,None,Female,53
4054,Credit Card,Yes,No,0,120,12000,67,Two years,Yes,None,Female,38
4055,Mailed Check,Yes,No,0,160,13000,39,One year,No,None,Male,32
4056,Mailed Check,Yes,No,0,130,13000,69,Two years,Yes,None,Male,48
4057,Mailed Check,Yes,No,0,180,3000,1,One year,No,None,Female,34
4058,Electronic Check,No,No,0,100,6000,32,Month-to-month,No,None,Male,55
4059,Bank Transfer,Yes,No,0,190,10000,60,Two years,Yes,None,Male,34
4060,Bank Transfer,Yes,No,0,150,8000,72,Two years,Yes,None,Male,26
4061,Credit Card,No,No,0,170,7000,26,Month-to-month,No,None,Female,38
4062,Electronic Check,No,No,0,180,5000,2,Month-to-month,No,None,Male,38
4063,Bank Transfer,Yes,No,0,120,4000,2,One year,No,None,Female,36
4064,Credit Card,Yes,No,0,110,8000,36,One year,No,None,Female,29
4065,Mailed Check,No,No,0,170,10000,7,Month-to-month,No,None,Male,35
4066,Credit Card,Yes,No,0,70,13000,60,Two years,Yes,None,Female,39
4067,Electronic Check,No,No,0,180,14000,19,Month-to-month,No,None,Male,29
4068,Credit Card,Yes,No,0,80,6000,45,Two years,Yes,None,Male,50
4069,Electronic Check,No,No,0,150,12000,4,Month-to-month,No,None,Male,23
4070,Electronic Check,No,No,0,80,8000,47,Month-to-month,No,None,Male,36
4071,Credit Card,No,No,0,180,5000,1,Month-to-month,No,None,Male,42
4072,Credit Card,No,No,0,100,5000,59,Month-to-month,No,None,Male,35
4073,Credit Card,No,No,0,100,4000,35,Month-to-month,No,None,Male,34
4074,Electronic Check,Yes,No,0,150,10000,32,One year,No,None,Male,40
4075,Mailed Check,Yes,No,0,80,4000,54,Two years,Yes,None,Female,43
4076,Bank Transfer,Yes,No,0,90,8000,66,Two years,Yes,None,Male,35
4077,Electronic Check,Yes,No,0,90,12000,61,One year,No,None,Male,46
4078,Credit Card,Yes,No,0,110,5000,72,Two years,Yes,None,Male,28
4079,Electronic Check,Yes,No,0,90,9000,44,One year,No,None,Male,22
4080,Bank Transfer,No,No,0,170,10000,41,Month-to-month,No,None,Female,50
4081,Electronic Check,Yes,No,0,170,8000,50,One year,No,None,Male,32
4082,Mailed Check,Yes,No,0,80,6000,8,Two years,Yes,None,Female,44
4083,Mailed Check,No,No,0,130,2000,18,Month-to-month,No,None,Female,30
4084,Credit Card,Yes,No,0,100,9000,72,Two years,Yes,None,Male,45
4085,Electronic Check,No,No,0,80,11000,42,Month-to-month,No,None,Female,45
4086,Electronic Check,No,No,0,100,11000,18,Month-to-month,No,None,Male,31
4087,Credit Card,Yes,No,0,120,2000,13,One year,No,None,Male,36
4088,Bank Transfer,Yes,No,0,160,7000,68,One year,No,None,Female,34
4089,Credit Card,Yes,No,0,140,10000,69,Two years,Yes,None,Male,49
4090,Credit Card,Yes,No,0,130,7000,25,Two years,Yes,None,Female,39
4091,Bank Transfer,No,No,0,120,12000,1,Month-to-month,No,None,Male,27
4092,Mailed Check,No,No,0,130,9000,22,Month-to-month,No,None,Male,35
4093,Mailed Check,Yes,No,0,110,10000,7,Two years,Yes,None,Male,28
4094,Mailed Check,Yes,No,0,160,3000,36,Two years,Yes,None,Female,21
4095,Mailed Check,No,No,0,160,9000,34,Month-to-month,No,None,Male,18
4096,Credit Card,Yes,No,0,100,10000,72,Two years,Yes,None,Female,47
4097,Credit Card,Yes,No,0,130,5000,71,One year,No,None,Female,39
4098,Mailed Check,No,No,0,180,7000,23,Month-to-month,No,None,Male,40
4099,Bank Transfer,Yes,No,0,170,14000,17,One year,No,None,Female,35
4100,Electronic Check,No,No,0,150,13000,1,Month-to-month,No,None,Female,37
4101,Mailed Check,Yes,No,0,190,8000,12,Two years,Yes,None,Male,39
4102,Credit Card,Yes,No,0,150,13000,72,Two years,Yes,None,Female,45
4103,Mailed Check,No,No,0,90,4000,1,Month-to-month,No,None,Female,38
4104,Bank Transfer,Yes,No,0,110,10000,72,Two years,Yes,None,Female,35
4105,Bank Transfer,No,No,0,70,14000,60,Month-to-month,No,None,Male,37
4106,Credit Card,Yes,No,0,110,5000,61,Two years,Yes,None,Female,40
4107,Mailed Check,No,No,0,80,11000,6,Month-to-month,No,None,Female,44
4108,Bank Transfer,Yes,No,0,80,10000,72,Two years,Yes,None,Male,48
4109,Electronic Check,No,No,0,190,2000,32,Month-to-month,No,None,Male,35
4110,Electronic Check,No,No,0,80,3000,65,Month-to-month,No,None,Male,24
4111,Bank Transfer,No,No,0,180,9000,45,Month-to-month,No,None,Female,27
4112,Electronic Check,Yes,No,0,180,6000,42,One year,No,None,Female,27
4113,Electronic Check,No,No,0,80,14000,8,Month-to-month,No,None,Male,40
4114,Mailed Check,Yes,No,0,150,13000,32,Two years,Yes,None,Male,29
4115,Mailed Check,No,No,0,70,10000,22,Month-to-month,No,None,Male,36
4116,Electronic Check,No,No,0,180,2000,1,Month-to-month,No,None,Female,25
4117,Electronic Check,No,No,0,150,1000,1,Month-to-month,No,None,Male,39
4118,Electronic Check,No,No,0,140,6000,54,Month-to-month,No,None,Male,49
4119,Credit Card,Yes,No,0,120,9000,4,Two years,Yes,None,Female,50
4120,Electronic Check,Yes,No,0,100,5000,56,One year,No,None,Female,20
4121,Electronic Check,No,No,0,120,9000,45,Month-to-month,No,None,Female,34
4122,Credit Card,Yes,No,0,110,14000,71,Two years,Yes,None,Female,36
4123,Credit Card,Yes,No,0,150,13000,59,One year,No,None,Male,49
4124,Bank Transfer,Yes,No,0,90,14000,69,One year,No,None,Female,36
4125,Mailed Check,Yes,No,0,180,9000,19,One year,No,None,Female,36
4126,Credit Card,Yes,No,0,120,4000,55,Two years,Yes,None,Male,54
4127,Mailed Check,Yes,No,0,70,9000,38,One year,No,None,Female,43
4128,Credit Card,No,No,0,90,2000,47,Month-to-month,No,None,Male,35
4129,Mailed Check,Yes,No,0,90,7000,46,Two years,Yes,None,Male,38
4130,Credit Card,Yes,No,0,140,1000,65,Two years,Yes,None,Male,29
4131,Mailed Check,Yes,No,0,110,3000,71,Two years,Yes,None,Male,33
4132,Electronic Check,No,No,0,80,11000,52,Month-to-month,No,None,Male,32
4133,Mailed Check,Yes,No,0,150,12000,6,One year,No,None,Male,31
4134,Mailed Check,Yes,No,0,110,11000,26,One year,No,None,Female,49
4135,Electronic Check,Yes,No,0,90,6000,48,One year,No,None,Female,38
4136,Bank Transfer,Yes,No,0,180,1000,64,One year,No,None,Female,47
4137,Bank Transfer,No,No,0,160,6000,1,Month-to-month,No,None,Female,49
4138,Credit Card,Yes,No,0,70,1000,72,Two years,Yes,None,Male,41
4139,Mailed Check,No,No,0,180,3000,1,Month-to-month,No,None,Male,20
4140,Electronic Check,No,No,0,190,5000,51,Month-to-month,No,None,Male,33
4141,Bank Transfer,Yes,No,0,100,3000,41,Two years,Yes,None,Female,36
4142,Credit Card,Yes,No,0,160,13000,72,Two years,Yes,None,Male,44
4143,Credit Card,Yes,No,0,150,4000,43,Two years,Yes,None,Female,23
4144,Credit Card,Yes,No,0,70,13000,72,Two years,Yes,None,Male,38
4145,Credit Card,Yes,No,0,170,9000,47,One year,No,None,Female,53
4146,Credit Card,Yes,No,0,180,9000,72,Two years,Yes,None,Male,48
4147,Credit Card,No,No,0,130,11000,3,Month-to-month,No,None,Female,32
4148,Bank Transfer,No,No,0,120,14000,26,Month-to-month,No,None,Male,26
4149,Mailed Check,No,No,0,100,12000,29,Month-to-month,No,None,Male,55
4150,Bank Transfer,Yes,No,0,120,5000,27,One year,No,None,Male,34
4151,Credit Card,No,No,0,80,2000,24,Month-to-month,No,None,Male,60
4152,Bank Transfer,Yes,No,0,180,6000,67,Two years,Yes,None,Male,33
4153,Bank Transfer,Yes,No,0,130,3000,23,One year,No,None,Male,37
4154,Mailed Check,No,No,0,170,3000,14,Month-to-month,No,None,Male,34
4155,Credit Card,No,No,0,180,10000,4,Month-to-month,No,None,Female,23
4156,Electronic Check,No,No,0,110,7000,16,Month-to-month,No,None,Male,44
4157,Electronic Check,No,No,0,140,3000,46,Month-to-month,No,None,Female,35
4158,Bank Transfer,Yes,No,0,160,7000,68,Two years,Yes,None,Male,43
4159,Electronic Check,No,No,0,160,9000,38,Month-to-month,No,None,Male,24
4160,Credit Card,No,No,0,100,14000,17,Month-to-month,No,None,Male,41
4161,Mailed Check,Yes,No,0,90,13000,4,Two years,Yes,None,Male,29
4162,Electronic Check,Yes,No,0,140,11000,12,One year,No,None,Female,36
4163,Credit Card,Yes,No,0,180,13000,72,Two years,Yes,None,Female,45
4164,Electronic Check,No,No,0,80,3000,3,Month-to-month,No,None,Male,24
4165,Mailed Check,Yes,No,0,180,2000,41,One year,No,None,Male,47
4166,Credit Card,Yes,No,0,130,4000,40,One year,No,None,Male,26
4167,Electronic Check,No,No,0,110,3000,7,Month-to-month,No,None,Male,45
4168,Credit Card,Yes,No,0,180,14000,69,Two years,Yes,None,Female,32
4169,Mailed Check,Yes,No,0,110,3000,7,One year,No,None,Male,31
4170,Electronic Check,No,No,0,120,9000,5,Month-to-month,No,None,Male,41
4171,Credit Card,Yes,No,0,170,14000,72,Two years,Yes,None,Male,40
4172,Bank Transfer,Yes,No,0,150,10000,44,One year,No,None,Female,24
4173,Electronic Check,Yes,No,0,170,11000,65,One year,No,None,Male,46
4174,Electronic Check,No,No,0,130,14000,3,Month-to-month,No,None,Male,35
4175,Credit Card,No,No,0,130,2000,24,Month-to-month,No,None,Male,30
4176,Credit Card,Yes,No,0,160,1000,72,Two years,Yes,None,Male,47
4177,Electronic Check,No,No,0,130,14000,24,Month-to-month,No,None,Male,46
4178,Bank Transfer,No,No,0,90,6000,22,Month-to-month,No,None,Male,36
4179,Credit Card,Yes,No,0,110,5000,70,Two years,Yes,None,Male,32
4180,Electronic Check,No,No,0,190,9000,25,Month-to-month,No,None,Male,23
4181,Bank Transfer,Yes,No,0,180,2000,37,Two years,Yes,None,Female,31
4182,Bank Transfer,No,No,0,100,9000,22,Month-to-month,No,None,Female,39
4183,Bank Transfer,Yes,No,0,150,3000,59,Two years,Yes,None,Male,32
4184,Electronic Check,No,No,0,150,5000,1,Month-to-month,No,None,Male,40
4185,Electronic Check,No,No,0,70,5000,3,Month-to-month,No,None,Male,45
4186,Bank Transfer,Yes,No,0,110,14000,53,One year,No,None,Female,30
4187,Mailed Check,No,No,0,100,6000,1,Month-to-month,No,None,Female,24
4188,Mailed Check,Yes,No,0,100,5000,20,One year,No,None,Male,30
4189,Bank Transfer,Yes,No,0,90,6000,51,One year,No,None,Female,31
4190,Bank Transfer,Yes,No,0,130,13000,51,One year,No,None,Male,27
4191,Mailed Check,Yes,No,0,130,6000,13,Two years,Yes,None,Female,29
4192,Mailed Check,No,No,0,170,7000,1,Month-to-month,No,None,Female,29
4193,Mailed Check,No,No,0,110,10000,1,Month-to-month,No,None,Male,30
4194,Electronic Check,Yes,No,0,100,13000,63,One year,No,None,Male,34
4195,Mailed Check,No,No,0,80,2000,3,Month-to-month,No,None,Male,33
4196,Credit Card,Yes,No,0,90,8000,46,Two years,Yes,None,Female,49
4197,Credit Card,No,No,0,80,6000,1,Month-to-month,No,None,Female,33
4198,Bank Transfer,Yes,No,0,120,2000,71,Two years,Yes,None,Female,38
4199,Credit Card,No,No,0,110,11000,55,Month-to-month,No,None,Female,31
4200,Bank Transfer,Yes,No,0,190,14000,70,One year,No,None,Male,29
4201,Bank Transfer,Yes,No,0,90,4000,67,Two years,Yes,None,Female,30
4202,Credit Card,No,No,0,90,10000,14,Month-to-month,No,None,Male,32
4203,Bank Transfer,No,No,0,120,1000,20,Month-to-month,No,None,Male,38
4204,Bank Transfer,No,No,0,160,4000,49,Month-to-month,No,None,Male,43
4205,Bank Transfer,Yes,No,0,80,9000,72,Two years,Yes,None,Male,42
4206,Electronic Check,No,No,0,150,7000,46,Month-to-month,No,None,Male,55
4207,Bank Transfer,No,No,0,70,6000,24,Month-to-month,No,None,Male,33
4208,Electronic Check,No,No,0,150,12000,5,Month-to-month,No,None,Male,41
4209,Credit Card,No,No,0,90,4000,33,Month-to-month,No,None,Male,34
4210,Bank Transfer,Yes,No,0,150,5000,42,One year,No,None,Male,53
4211,Credit Card,Yes,No,0,170,6000,23,One year,No,None,Female,43
4212,Bank Transfer,No,No,0,160,13000,8,Month-to-month,No,None,Male,34
4213,Mailed Check,Yes,No,0,160,2000,66,One year,No,None,Female,21
4214,Credit Card,No,No,0,190,8000,24,Month-to-month,No,None,Male,38
4215,Mailed Check,Yes,No,0,130,4000,53,One year,No,None,Female,22
4216,Electronic Check,Yes,No,0,90,2000,60,Two years,Yes,None,Female,31
4217,Credit Card,Yes,No,0,190,11000,20,One year,No,None,Female,51
4218,Electronic Check,No,No,0,80,12000,23,Month-to-month,No,None,Female,37
4219,Electronic Check,Yes,No,0,140,9000,72,Two years,Yes,None,Male,46
4220,Mailed Check,Yes,No,0,100,4000,21,Two years,Yes,None,Male,36
4221,Electronic Check,No,No,0,120,8000,31,Month-to-month,No,None,Male,44
4222,Mailed Check,Yes,No,0,150,4000,57,Two years,Yes,None,Male,37
4223,Bank Transfer,Yes,No,0,70,7000,45,Two years,Yes,None,Male,35
4224,Electronic Check,No,No,0,150,4000,10,Month-to-month,No,None,Male,33
4225,Mailed Check,No,No,0,130,14000,14,Month-to-month,No,None,Male,28
4226,Mailed Check,Yes,No,0,160,9000,27,One year,No,None,Male,39
4227,Bank Transfer,Yes,No,0,80,11000,69,Two years,Yes,None,Male,46
4228,Credit Card,Yes,No,0,170,1000,35,Two years,Yes,None,Male,40
4229,Credit Card,Yes,No,0,110,5000,45,One year,No,None,Female,42
4230,Electronic Check,No,No,0,180,10000,17,Month-to-month,No,None,Male,35
4231,Mailed Check,Yes,No,0,160,5000,22,One year,No,None,Male,38
4232,Mailed Check,Yes,No,0,160,11000,67,Two years,Yes,None,Male,34
4233,Bank Transfer,Yes,No,0,150,5000,67,Two years,Yes,None,Male,37
4234,Credit Card,Yes,No,0,170,2000,59,Two years,Yes,None,Male,39
4235,Electronic Check,No,No,0,70,11000,5,Month-to-month,No,None,Male,43
4236,Credit Card,Yes,No,0,190,5000,69,One year,No,None,Male,41
4237,Bank Transfer,No,No,0,100,7000,13,Month-to-month,No,None,Male,41
4238,Credit Card,No,No,0,180,14000,52,Month-to-month,No,None,Female,30
4239,Bank Transfer,Yes,No,0,170,8000,61,Two years,Yes,None,Female,26
4240,Mailed Check,Yes,No,0,80,5000,29,One year,No,None,Female,46
4241,Credit Card,Yes,No,0,160,14000,25,One year,No,None,Female,40
4242,Electronic Check,Yes,No,0,80,6000,15,One year,No,None,Female,34
4243,Mailed Check,Yes,No,0,150,7000,19,Two years,Yes,None,Male,58
4244,Mailed Check,Yes,No,0,190,4000,44,Two years,Yes,None,Male,35
4245,Credit Card,Yes,No,0,100,9000,58,Two years,Yes,None,Male,47
4246,Credit Card,Yes,No,0,170,10000,62,One year,No,None,Female,40
4247,Bank Transfer,Yes,No,0,160,8000,70,One year,No,None,Female,54
4248,Credit Card,Yes,No,0,70,2000,10,Two years,Yes,None,Female,31
4249,Bank Transfer,Yes,No,0,80,3000,26,One year,No,None,Female,28
4250,Credit Card,No,No,0,80,9000,66,Month-to-month,No,None,Female,38
4251,Bank Transfer,Yes,No,0,170,14000,51,One year,No,None,Female,26
4252,Credit Card,Yes,No,0,100,13000,72,Two years,Yes,None,Male,58
4253,Mailed Check,Yes,No,0,100,14000,65,Two years,Yes,None,Male,18
4254,Credit Card,Yes,No,0,140,8000,72,Two years,Yes,None,Female,31
4255,Mailed Check,No,No,0,150,12000,1,Month-to-month,No,None,Male,29
4256,Mailed Check,No,No,0,160,1000,3,Month-to-month,No,None,Male,45
4257,Credit Card,Yes,No,0,180,13000,58,Two years,Yes,None,Female,36
4258,Bank Transfer,No,No,0,70,8000,33,Month-to-month,No,None,Female,43
4259,Bank Transfer,No,No,0,100,13000,54,Month-to-month,No,None,Male,27
4260,Electronic Check,Yes,No,0,160,4000,72,Two years,Yes,None,Female,29
4261,Credit Card,Yes,No,0,130,5000,72,Two years,Yes,None,Male,32
