PaperlessBilling,MultipleLines,Set,gender,InternetService,SeniorCitizen,MonthlyCharges,TotalCharges,tenure,Churn,Contract,customerID,Dependents,DeviceProtection,OnlineBackup,OnlineSecurity,Partner,PaymentMethod,PhoneService,StreamingMovies,StreamingTV,TechSupport
No,Yes,Test,Male,No,0,25.00,316.20,12,No,Month-to-month,9817-APLHW,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,No,0,20.30,1079.05,55,No,Two year,8380-MQINP,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,75.35,564.65,7,No,Month-to-month,0840-DFEZH,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,No,Test,Female,Fiber optic,0,89.40,1095.65,12,Yes,Month-to-month,1513-XNPPH,No,Yes,No,No,No,Electronic check,Yes,Yes,No,Yes
No,Yes,Test,Female,DSL,0,88.00,6161.90,68,No,Two year,8690-ZVLCL,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Female,Fiber optic,1,83.15,446.05,5,Yes,Month-to-month,6015-VVHHE,No,No,No,No,No,Credit card (automatic),Yes,No,Yes,No
No,No,Train,Female,DSL,1,43.80,2106.05,49,No,Month-to-month,1125-SNVCK,No,No,No,No,No,Mailed check,Yes,No,No,No
No,No phone service,Test,Male,DSL,0,62.05,2511.55,40,No,One year,0384-LPITE,No,Yes,Yes,Yes,No,Credit card (automatic),No,Yes,Yes,No
No,No,Test,Female,No,0,20.10,318.60,16,No,One year,4616-EWBNJ,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,0,74.15,811.80,10,Yes,Month-to-month,6347-DCUIK,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,101.35,7323.15,72,No,One year,1335-HQMKX,No,Yes,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Female,Fiber optic,1,84.05,186.05,2,No,Month-to-month,2545-EBUPK,No,No,No,No,No,Electronic check,Yes,Yes,No,No
No,No,Test,Male,No,0,20.90,454.00,23,No,Two year,6923-AQONU,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,1,105.90,7521.95,71,No,One year,2172-EJXVF,No,Yes,Yes,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Test,Female,Fiber optic,0,99.50,1056.95,11,Yes,Month-to-month,0897-FEGMU,No,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Male,DSL,0,44.15,44.15,1,Yes,Month-to-month,7663-RGWBC,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,No,Test,Female,DSL,0,53.90,834.15,16,Yes,Month-to-month,1120-BMWUB,No,No,Yes,No,No,Mailed check,Yes,No,No,Yes
Yes,Yes,Train,Female,Fiber optic,0,85.45,85.45,1,Yes,Month-to-month,9124-LHCJQ,No,No,No,No,No,Mailed check,Yes,Yes,No,No
Yes,No,Train,Male,Fiber optic,0,85.05,999.80,12,No,Month-to-month,4536-PLEQY,No,No,Yes,No,Yes,Credit card (automatic),Yes,Yes,No,No
No,No phone service,Train,Female,DSL,0,44.10,2369.70,54,No,One year,7029-IJEJK,No,No,No,Yes,No,Bank transfer (automatic),No,Yes,No,Yes
No,Yes,Test,Female,Fiber optic,0,90.20,6297.65,68,No,Two year,8871-JLMHM,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,No,Yes
No,Yes,Train,Female,DSL,0,50.85,239.55,4,Yes,Month-to-month,2235-ZGKPT,Yes,No,No,No,Yes,Mailed check,Yes,No,No,No
No,No,Train,Female,DSL,0,59.20,59.20,1,Yes,Month-to-month,3891-PUQOD,Yes,Yes,No,No,No,Electronic check,Yes,Yes,No,No
No,No,Test,Male,DSL,0,53.45,1461.45,27,No,Month-to-month,5447-VYTKW,No,No,No,Yes,No,Mailed check,Yes,No,No,Yes
Yes,No,Train,Male,No,0,19.95,416.40,21,No,Month-to-month,3623-FQBOX,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,0,83.20,1060.60,13,Yes,Month-to-month,0689-NKYLF,No,Yes,No,No,No,Electronic check,Yes,No,Yes,No
No,Yes,Train,Female,DSL,1,74.65,4869.35,64,No,Month-to-month,8659-HDIYE,No,Yes,Yes,No,No,Credit card (automatic),Yes,Yes,No,Yes
Yes,No,Train,Female,DSL,0,54.90,54.90,1,Yes,Month-to-month,3658-KIBGF,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No
Yes,No phone service,Train,Male,DSL,0,57.50,3265.95,57,No,Two year,3474-BAFSJ,No,Yes,Yes,No,Yes,Bank transfer (automatic),No,Yes,Yes,Yes
Yes,Yes,Test,Female,Fiber optic,0,103.90,2254.20,21,Yes,Month-to-month,5519-YLDGW,No,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,No
No,No,Train,Male,No,0,19.65,358.15,19,No,Two year,3865-ZFZIB,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,0,93.80,2939.80,31,No,One year,1855-AGAWH,No,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,DSL,0,89.25,4652.40,52,No,Two year,7109-CQYUZ,No,Yes,Yes,Yes,No,Mailed check,Yes,Yes,Yes,Yes
Yes,Yes,Train,Female,Fiber optic,0,94.15,4408.45,46,No,One year,1370-GGAWX,No,Yes,Yes,No,No,Electronic check,Yes,Yes,No,No
Yes,Yes,Test,Female,DSL,1,55.60,580.80,11,No,Month-to-month,4680-KUTAJ,No,No,No,Yes,No,Electronic check,Yes,No,No,No
Yes,No phone service,Train,Female,DSL,0,48.70,2495.20,53,No,Month-to-month,5307-UVGNB,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,Yes,No,No
Yes,No,Train,Female,No,0,19.25,180.30,11,Yes,Month-to-month,4946-EDSEW,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Male,Fiber optic,1,104.90,5913.95,57,No,Month-to-month,2883-ILGWO,No,No,Yes,No,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Female,Fiber optic,1,75.45,158.40,2,Yes,Month-to-month,2516-VQRRV,No,No,No,No,No,Mailed check,Yes,No,No,No
No,No,Train,Female,DSL,1,54.85,104.20,2,Yes,Month-to-month,7580-UGXNC,No,No,Yes,Yes,No,Mailed check,Yes,No,No,No
No,No,Train,Female,No,0,19.90,1389.35,71,No,Two year,3642-BYHDO,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Test,Female,No,0,19.40,19.40,1,No,Month-to-month,9629-NHXFW,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Test,Male,No,0,25.05,1629.20,68,No,Two year,2696-RZVZW,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Male,DSL,0,84.45,6033.10,72,No,Two year,5766-FTRTS,No,Yes,Yes,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes
No,No,Train,Female,No,0,19.30,44.40,2,No,Month-to-month,0396-HUJBP,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,1,95.10,95.10,1,Yes,Month-to-month,5178-LMXOP,No,No,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Female,DSL,0,79.85,3320.75,41,No,One year,8879-ZKJOF,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,Yes,Train,Male,No,0,25.55,1867.70,72,No,Two year,6285-FTQBF,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,0,75.50,438.00,6,Yes,Month-to-month,8185-UPYBR,No,No,No,No,Yes,Electronic check,Yes,No,No,No
Yes,No,Train,Female,Fiber optic,0,73.75,325.45,4,Yes,Month-to-month,4585-HETAI,Yes,Yes,No,No,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Test,Male,Fiber optic,0,96.05,1148.10,12,Yes,Month-to-month,7526-BEZQB,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Female,DSL,0,68.40,3972.25,58,No,One year,1474-JUWSM,No,No,No,Yes,Yes,Electronic check,Yes,Yes,No,Yes
No,No,Train,Female,No,0,20.65,155.90,7,No,Month-to-month,3530-CRZSB,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,0,55.15,3673.15,65,No,Month-to-month,8498-XXGWA,No,Yes,No,Yes,Yes,Mailed check,Yes,No,No,No
Yes,No,Train,Male,Fiber optic,0,70.60,70.60,1,No,Month-to-month,9617-INGJY,No,No,No,No,No,Mailed check,Yes,No,No,No
No,No,Train,Male,No,0,19.95,1126.75,56,No,One year,0621-TSSMU,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No,Test,Male,No,0,19.00,73.45,4,No,Month-to-month,7234-KMNRQ,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Test,Female,DSL,0,44.10,2413.05,58,No,One year,7636-PEPNS,Yes,No,No,No,Yes,Mailed check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,107.60,6912.70,62,No,Two year,4683-WYDOU,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,Yes,Test,Male,DSL,0,61.55,1581.95,26,No,One year,9052-DHNKM,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No
No,Yes,Test,Male,Fiber optic,0,90.70,5586.45,62,No,Month-to-month,6794-HKIAJ,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No
No,No,Train,Female,Fiber optic,0,99.25,5846.65,58,No,One year,5578-NKCXI,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Female,DSL,0,91.70,6424.70,68,No,Two year,1642-HMARX,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes
Yes,Yes,Train,Female,Fiber optic,0,100.70,6018.65,61,No,One year,3096-WPXBT,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,No,No
Yes,Yes,Train,Female,DSL,0,78.45,3373.40,42,No,Two year,8434-PNQZX,No,Yes,No,No,No,Credit card (automatic),Yes,Yes,Yes,Yes
No,Yes,Test,Male,Fiber optic,0,84.30,1537.90,18,No,Month-to-month,5950-AAAGJ,No,No,No,No,No,Bank transfer (automatic),Yes,No,Yes,No
Yes,No,Train,Female,No,0,19.55,1080.55,56,No,Two year,4299-OPXEJ,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,88.95,355.20,4,Yes,Month-to-month,4951-UKAAQ,No,No,Yes,No,No,Electronic check,Yes,Yes,No,No
No,No,Train,Female,No,0,20.45,82.85,4,No,Month-to-month,9618-LFJRU,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Female,DSL,0,55.60,2016.45,35,No,One year,6693-DJWTY,Yes,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,86.80,5327.25,64,No,Month-to-month,0744-GKNGE,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
No,No,Train,Female,No,0,20.95,683.25,31,No,One year,6447-EGDIV,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Test,Female,No,1,20.05,1263.05,67,No,Two year,1167-OYZJF,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Female,DSL,0,50.70,151.30,4,Yes,Month-to-month,2108-YKQTY,No,No,Yes,No,No,Credit card (automatic),Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,1,113.65,7714.65,70,No,Two year,4806-DXQCE,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes
No,No,Train,Male,DSL,0,53.40,188.70,3,Yes,Month-to-month,4918-QLLIW,No,No,No,No,No,Credit card (automatic),Yes,No,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,101.90,5549.40,53,Yes,Month-to-month,7056-IMHCC,No,No,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No
No,No,Test,Male,DSL,0,59.50,130.50,2,No,Two year,4854-SSLTN,Yes,No,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes
Yes,No,Train,Female,Fiber optic,0,87.80,2621.75,29,No,Month-to-month,5294-DMSFH,Yes,No,No,No,Yes,Credit card (automatic),Yes,Yes,Yes,No
No,No phone service,Train,Female,DSL,0,41.90,1875.25,47,No,Two year,4837-PZTIC,No,Yes,No,Yes,No,Mailed check,No,No,No,Yes
Yes,Yes,Train,Female,Fiber optic,0,83.00,5685.80,68,Yes,One year,1625-JAIIY,Yes,No,No,No,Yes,Electronic check,Yes,No,Yes,No
Yes,No,Test,Male,DSL,0,69.85,837.50,12,No,Month-to-month,0603-OLQDC,Yes,No,No,Yes,No,Mailed check,Yes,Yes,Yes,No
No,No,Test,Female,DSL,0,56.30,401.50,8,No,Month-to-month,3272-VUHPV,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,Yes
No,Yes,Train,Male,Fiber optic,0,109.55,6118.95,54,No,Month-to-month,4176-FXYBO,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No,Test,Male,Fiber optic,0,92.15,6480.90,69,No,Two year,1063-DHQJF,Yes,No,Yes,No,Yes,Mailed check,Yes,No,Yes,Yes
Yes,Yes,Test,Female,DSL,0,69.50,1800.05,26,No,Month-to-month,8663-UPDGF,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,No
Yes,Yes,Train,Female,Fiber optic,0,97.00,7104.20,72,No,Two year,6719-FGEDO,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
Yes,No phone service,Train,Female,DSL,0,58.35,4214.25,70,No,Two year,1837-YQUCE,No,Yes,No,Yes,No,Bank transfer (automatic),No,Yes,Yes,Yes
No,No,Train,Male,DSL,0,50.60,50.60,1,Yes,Month-to-month,2947-DOMLJ,Yes,No,No,Yes,No,Mailed check,Yes,No,No,No
Yes,No,Test,Male,Fiber optic,0,89.50,863.10,10,Yes,Month-to-month,4112-LUEIZ,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Female,Fiber optic,0,70.40,1992.20,28,No,One year,0369-ZGOVK,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Male,Fiber optic,0,69.80,69.80,1,Yes,Month-to-month,4510-HIMLV,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,94.30,1948.35,21,No,Month-to-month,9919-KNPOO,No,No,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,93.80,4750.95,51,Yes,Month-to-month,8749-JMNKX,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No
No,No,Test,Female,No,0,19.55,1007.90,53,No,One year,7872-BAAZR,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,No,Test,Male,Fiber optic,0,95.95,5036.90,53,No,One year,9391-LMANN,Yes,Yes,Yes,Yes,No,Electronic check,Yes,Yes,No,No
Yes,Yes,Train,Male,Fiber optic,0,101.05,2391.80,24,Yes,Month-to-month,2430-USGXP,No,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Female,DSL,0,94.80,6859.05,70,No,Two year,8174-TBVCF,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Male,Fiber optic,0,107.75,6521.90,61,No,One year,1698-XFZCI,No,Yes,Yes,Yes,No,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Female,DSL,0,54.60,617.85,11,No,One year,1877-HKBQX,No,No,No,Yes,No,Mailed check,Yes,No,No,Yes
Yes,No,Test,Male,Fiber optic,0,71.30,157.75,2,No,Month-to-month,4450-DLLMH,No,No,No,No,No,Credit card (automatic),Yes,No,No,No
Yes,No,Train,Male,No,0,19.50,516.30,25,No,One year,0428-AXXLJ,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,DSL,0,56.30,2364.00,41,No,One year,2746-DIJLO,No,No,Yes,No,No,Credit card (automatic),Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,94.70,1687.95,18,Yes,Month-to-month,5955-ERIHD,No,No,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,104.15,7689.95,72,Yes,Two year,0917-EZOLA,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Female,DSL,0,90.55,6239.05,71,No,Two year,3508-VLHCZ,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Female,DSL,0,60.80,2042.05,34,No,One year,4086-ATNFV,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,No
Yes,No,Train,Male,Fiber optic,0,98.80,2807.10,29,No,Month-to-month,0468-YRPXN,No,Yes,No,No,No,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Test,Male,Fiber optic,1,98.15,4116.80,40,No,One year,5996-NRVXR,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes
No,No phone service,Train,Male,DSL,0,35.35,1317.95,36,No,One year,3739-YBWAB,No,Yes,No,Yes,Yes,Mailed check,No,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,103.15,4594.65,46,No,One year,7047-FWEYA,No,No,Yes,No,Yes,Electronic check,Yes,Yes,Yes,Yes
Yes,Yes,Train,Female,Fiber optic,0,107.75,6332.75,58,No,One year,2000-MPKCA,No,Yes,Yes,Yes,No,Electronic check,Yes,Yes,Yes,No
No,Yes,Test,Male,Fiber optic,0,81.40,3213.75,39,No,One year,9762-YAQAA,No,No,Yes,No,No,Credit card (automatic),Yes,No,No,No
No,No,Train,Male,DSL,0,61.45,229.55,4,Yes,Month-to-month,5949-EBSQK,Yes,No,No,No,Yes,Credit card (automatic),Yes,Yes,No,Yes
Yes,Yes,Train,Female,Fiber optic,0,95.70,4976.15,52,No,One year,5473-KHBPS,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,104.80,7308.95,70,No,One year,0100-DUVFC,No,Yes,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Male,Fiber optic,1,70.95,4555.20,65,No,One year,5397-TUPSH,No,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Male,DSL,0,44.95,44.95,1,No,Month-to-month,8950-MTZNV,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,97.65,6982.50,70,No,One year,0326-VDYXE,No,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No phone service,Train,Female,DSL,1,35.65,1025.15,29,No,Month-to-month,6773-LQTVT,Yes,Yes,Yes,No,Yes,Mailed check,No,No,No,No
Yes,No,Test,Male,Fiber optic,0,90.55,90.55,1,Yes,Month-to-month,7274-RTAPZ,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Test,Female,DSL,0,85.25,5714.20,67,No,Two year,0436-TWFFZ,No,Yes,No,Yes,No,Mailed check,Yes,Yes,Yes,Yes
Yes,No,Test,Female,No,0,19.50,19.50,1,No,Month-to-month,8566-YPRGL,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,0,88.80,2274.35,26,Yes,Month-to-month,0311-UNPFF,No,No,No,No,No,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Female,No,0,25.10,789.55,30,No,Two year,6609-MXJHJ,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,0,100.05,4834.00,48,No,Month-to-month,2669-OIDSD,No,Yes,No,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
No,No,Train,Female,DSL,0,55.70,3131.80,55,No,Month-to-month,8400-WZICQ,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,85.20,602.55,7,Yes,Month-to-month,3834-XUIFC,No,No,No,No,No,Mailed check,Yes,Yes,No,No
Yes,Yes,Train,Male,Fiber optic,0,91.15,3369.25,37,No,Month-to-month,9576-SYUHJ,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No
Yes,No,Test,Female,Fiber optic,0,83.85,2674.15,31,No,Month-to-month,0410-IPFTY,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,No,No
Yes,No,Test,Male,DSL,0,45.90,199.75,4,No,Month-to-month,2831-EBWRN,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Test,Male,No,0,25.10,1790.80,72,No,Two year,9430-NKQLY,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,1,91.40,449.75,5,Yes,Month-to-month,8414-MYSHR,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
No,No,Train,Male,No,0,19.70,19.70,1,No,Month-to-month,0247-SLUJI,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,1,91.50,1400.30,15,No,Month-to-month,9402-ORRAH,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Male,DSL,0,51.30,411.60,8,No,Month-to-month,6483-OATDN,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No
No,No,Train,Female,No,0,21.10,741.00,35,No,One year,1293-HHSHJ,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,Fiber optic,1,104.75,5841.35,56,No,Month-to-month,4840-ORQXB,No,Yes,Yes,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,106.15,4512.70,42,Yes,Month-to-month,7599-FKVXZ,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Male,Fiber optic,1,85.75,5688.45,65,No,Month-to-month,3982-DQLUS,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No
No,No,Train,Female,No,0,20.30,31.90,2,No,One year,8610-ZIKJJ,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Male,Fiber optic,1,100.75,6674.65,65,No,One year,3756-VNWDH,No,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Female,Fiber optic,0,74.15,1345.75,18,No,Month-to-month,7801-KICAO,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Test,Female,DSL,0,78.55,1843.05,23,No,One year,7673-LPRNY,No,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Female,DSL,0,45.30,196.95,4,Yes,Month-to-month,8229-TNIQA,No,No,No,No,No,Mailed check,Yes,No,No,No
No,No,Train,Male,No,0,19.85,1433.80,70,No,Two year,6060-QBMGV,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,DSL,0,50.70,214.55,4,No,Month-to-month,7339-POGZN,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,No,Train,Male,DSL,0,45.00,865.85,19,No,Month-to-month,2828-SLQPF,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No
No,No,Train,Female,Fiber optic,0,77.80,1358.60,18,No,Month-to-month,4465-VDKIQ,No,Yes,Yes,No,No,Electronic check,Yes,No,No,No
Yes,No,Train,Female,Fiber optic,1,83.45,3147.15,38,No,Month-to-month,2921-XWDJH,No,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No
Yes,Yes,Train,Male,Fiber optic,0,73.25,131.05,2,Yes,Month-to-month,6221-AVQYL,No,No,No,No,No,Credit card (automatic),Yes,No,No,No
No,Yes,Train,Male,Fiber optic,0,94.80,4535.85,47,No,One year,2558-BUOZZ,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,No
No,No,Train,Female,No,0,20.10,1078.75,52,No,Two year,9257-AZMTZ,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Male,DSL,0,59.90,542.40,9,No,Month-to-month,0003-MKNFE,No,No,No,No,No,Mailed check,Yes,Yes,No,No
Yes,Yes,Train,Female,DSL,0,90.10,2312.55,26,No,One year,0975-UYDTX,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Male,DSL,0,51.05,415.05,8,Yes,Month-to-month,7743-EXURX,Yes,Yes,No,No,Yes,Electronic check,Yes,No,No,No
Yes,No,Train,Male,DSL,0,70.95,3250.45,44,No,One year,4682-BLBUC,No,Yes,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes
No,No phone service,Train,Female,DSL,0,29.20,98.50,3,No,Month-to-month,0975-VOOVL,No,No,Yes,No,No,Mailed check,No,No,No,No
Yes,No,Train,Male,DSL,0,46.60,87.90,2,No,Month-to-month,5968-VXZLG,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,85.35,754.65,9,Yes,Month-to-month,5569-KGJHX,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,No
Yes,Yes,Test,Male,Fiber optic,1,75.35,75.35,1,Yes,Month-to-month,4988-IQIGL,No,No,No,No,No,Electronic check,Yes,No,No,No
No,No,Test,Male,Fiber optic,0,74.30,1952.25,25,No,Month-to-month,5201-FRKKS,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Female,Fiber optic,1,69.30,153.80,2,No,Month-to-month,9799-CAYJJ,No,No,No,No,Yes,Electronic check,Yes,No,No,No
Yes,No,Test,Male,Fiber optic,0,75.20,3198.60,43,Yes,Month-to-month,7730-IUTDZ,No,No,No,Yes,No,Electronic check,Yes,No,No,No
No,No,Train,Female,No,0,20.90,20.90,1,Yes,Month-to-month,0426-TIRNE,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,94.30,5610.15,58,No,One year,5443-SCMKX,No,Yes,Yes,No,Yes,Electronic check,Yes,Yes,No,No
