Id,IsDeleted,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask
0063F00000S5zQ5QAJ,,0013F00000oUyj3QAC,Professional Access Ltd 131,,Closed Lost,50000,0,2021-01-03,New Business,,Other,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-03,1,2021,2021 1,,,,
0063F00000S5zQLQAZ,,0013F00000oUyjDQAS,Viasec Inc 95,,Closed Lost,70000,0,2021-05-15,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-18,2,2021,2021 2,,,,
0063F00000S5zQMQAZ,,0013F00000oUyjEQAS,@The Moment Inc. 104,,Closed Lost,8000,0,2021-08-20,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-15,3,2021,2021 3,,,,
0063F00000S5zQjQAJ,,0013F00000oUyjTQAS,IKON Business Imaging Systems 134,,Closed Lost,20000,0,2021-07-24,Existing Business,,Other,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-22,3,2021,2021 3,,,,
0063F00000S5zRgQAJ,,0013F00000oUykCQAS,CREDO Mobile 90,,Closed Lost,150000,0,2021-08-28,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-14,3,2021,2021 3,,,,
0063F00000S5zRjQAJ,,0013F00000oUykFQAS,Square Enix Inc 112,,Closed Won,11347,100,2021-08-15,New Business,,Reseller,1,1,Closed,Closed,,,,{aoconnor},2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-13,3,2021,2021 3,,,,
0063F00000S5zSTQAZ,,0013F00000oUykmQAC,DANIELS BUSINESS SERVICES 113,,Closed Lost,100759,0,2021-05-22,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-14,2,2021,2021 2,,,,
0063F00000S5zTIQAZ,,0013F00000oUylTQAS,Crown Logic Corp 199,,Closed Lost,9036,0,2021-08-30,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-06,3,2021,2021 3,,,,
0063F00000S5zTMQAZ,,0013F00000oUylWQAS,Sales Consultants 235,,Closed Lost,125000,0,2021-02-15,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-18,1,2021,2021 1,,,,
0063F00000S5zZtQAJ,,0013F00000oUyqUQAS,Blue Wave Systems 44,,Closed Won,270000,100,2021-05-17,New Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:18.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:18.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-05,2,2021,2021 2,,,,
0063F00000S5zZvQAJ,,0013F00000oUyqWQAS,PLAZA PROVISION CO. 81,,Closed Lost,50000,0,2021-12-06,New Business,,Reseller,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:18.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:18.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-17,4,2021,2021 4,,,,
0063F00000S5zbLQAR,,0013F00000oUyrjQAC,Vedant Incorporated 113,,Closed Lost,30000,0,2021-06-20,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-17,2,2021,2021 2,,,,
0063F00000S5zbuQAB,,0013F00000oUys8QAC,Corner Office Inc 125,,Closed Lost,20000,0,2021-06-12,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-14,2,2021,2021 2,,,,
0063F00000S5zcbQAB,,0013F00000oUysfQAC,Club Car 229,,Closed Lost,50000,0,2022-01-02,New Business,,Telecoverage,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-03,1,2022,2022 1,,,,
0063F00000S5zcyQAB,,0013F00000oUysuQAC,BuyerZone.com 0,,Closed Lost,140000,0,2021-11-18,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-22,4,2021,2021 4,,,1,
0063F00000S5ze5QAB,,0013F00000oUythQAC,Horsehead Holding Corp. 112,,Closed Lost,10000,0,2022-01-11,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-19,1,2022,2022 1,,,,
0063F00000S5zexQAB,,0013F00000oUyuKQAS,PLS Solutions 242,,Closed Won,70000,100,2021-11-13,Existing Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-24,4,2021,2021 4,,,,
0063F00000S5zfdQAB,,0013F00000oUyukQAC,CMS BondEdge 59,,Closed Lost,150000,0,2022-02-02,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-11,1,2022,2022 1,,,1,
0063F00000S5zg3QAB,,0013F00000oUyv3QAC,EMUWorldWide 0,,Closed Lost,120000,0,2022-01-11,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-03,1,2022,2022 1,,,,
0063F00000S5zgfQAB,,0013F00000oUyvXQAS,Mc Guire & Co 12,,Closed Lost,45500,0,2021-08-10,New Business,,Other,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-02,3,2021,2021 3,,,,
0063F00000S5zgkQAB,,0013F00000oUyvaQAC,refer.com 63,,Closed Lost,25000,0,2022-02-09,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:24.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-18,1,2022,2022 1,,,,
0063F00000S5zh4QAB,,0013F00000oUyvrQAC,"Nowgistics, Ltd 107",,Closed Lost,100000,0,2021-03-01,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-17,1,2021,2021 1,,,,
0063F00000S5ziGQAR,,0013F00000oUyweQAC,Duke Energy Business Services 67,,Discovery,50000,0,2022-06-08,New Business,,Telesales,,,BestCase,Best Case,,,,{mwilliam},2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-15,2,2022,2022 2,,,,
0063F00000S5ziIQAR,,0013F00000oUywgQAC,Safari Books Online 107,,Proposal/Quote,3000,0,2022-04-27,New Business,,Fields Sales,,,BestCase,Best Case,,,,{amiller},2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-23,2,2022,2022 2,,,,
0063F00000S5ziLQAR,,0013F00000oUywjQAC,eContacts 172,,Closed Lost,30000,0,2021-07-15,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-19,3,2021,2021 3,,,,
0063F00000S5ziaQAB,,0013F00000oUywuQAC,Bio-Plexus 121,,Closed Lost,250000,0,2021-07-13,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-06,3,2021,2021 3,,,,
0063F00000S5zihQAB,,0013F00000oUyx1QAC,Pasta Pomodoro 35,,Closed Won,3500,100,2021-04-12,New Business,,Reseller,1,1,Closed,Closed,,,,{mwilliam},2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:26.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-03,2,2021,2021 2,,,,
0063F00000S5zkOQAR,,0013F00000oUyyCQAS,Link Computer Corporation 115,,Closed Lost,200,0,2022-01-24,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:29.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:29.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-24,1,2022,2022 1,,,,
0063F00000S5zmLQAR,,0013F00000oUyzdQAC,aimasoft 228,,Closed Lost,25000,0,2021-03-06,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:29.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:29.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-12,1,2021,2021 1,,,,
0063F00000S5zmRQAR,,0013F00000oUyzhQAC,PrintBid.com 30,,Closed Won,33000,100,2022-01-14,New Business / Add-on,,Fields Sales,1,1,Closed,Closed,,,,{mwilliam},2022-04-05T12:40:29.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:29.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-23,1,2022,2022 1,,,,
0063F00000S5zq2QAB,,0013F00000oUz2BQAS,Alcan Baltek Corp. 216,,Discovery,5000,0,2022-06-11,New Business,,Reseller,,,BestCase,Best Case,,,,{twolf},2022-04-05T12:40:32.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:32.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-12,2,2022,2022 2,,,,
0063F00000S5zq4QAB,,0013F00000oUz2DQAS,ComputerLogic 244,,Closed Won,20000,100,2021-02-24,New Business,,Fields Sales,1,1,Closed,Closed,,,,{mwilliam},2022-04-05T12:40:32.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:32.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-25,1,2021,2021 1,,,,
0063F00000S5zqFQAR,,0013F00000oUz2KQAS,Thermo Fisher Scientific 182,,Closed Won,501,100,2021-12-08,New Business / Add-on,,Fields Sales,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:32.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:32.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-21,4,2021,2021 4,,,,
0063F00000S5zriQAB,,0013F00000oUz3JQAS,Computerworld 8,,Closed Won,75000,100,2021-08-12,New Business,,Reseller,1,1,Closed,Closed,,,,{mwilliam},2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-14,3,2021,2021 3,,,,
0063F00000S5ztDQAR,,0013F00000oUz4RQAS,Johnson Mcclean Assoc Inc 4,,Closed Won,300000,100,2021-12-23,New Business,,Fields Sales,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-01,4,2021,2021 4,,,,
0063F00000S5ztOQAR,,0013F00000oUz4WQAS,Network Co. 198,,Closed Lost,50000,0,2021-09-10,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-01-31,3,2021,2021 3,,,1,
0063F00000S5ztpQAB,,0013F00000oUz4oQAC,Valdero Corporation 242,,Closed Lost,100000,0,2022-03-20,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-23,1,2022,2022 1,,,,
0063F00000S5zu5QAB,,0013F00000oUz53QAC,Miller's Textile Services 57,,Closed Won,12000,100,2021-01-29,New Business,,Fields Sales,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-03,1,2021,2021 1,,,,
0063F00000S5zvhQAB,,0013F00000oUz66QAC,Centegy 1,,Closed Lost,70000,0,2021-12-10,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-23,4,2021,2021 4,,,,
0063F00000S5zvqQAB,,0013F00000oUz6DQAS,Advanced Integrated Mgmt Svc 130,,Closed Lost,40000,0,2021-05-24,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-19,2,2021,2021 2,,,,
0063F00000S5zvzQAB,,0013F00000oUz6KQAS,Infotrieve 31,,Closed Lost,500000,0,2021-02-06,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-15,1,2021,2021 1,,,,
0063F00000S5zw6QAB,,0013F00000oUz6PQAS,Dennis Chauvin 109,,Closed Lost,10000,0,2021-12-30,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-06,4,2021,2021 4,,,,
0063F00000S5zwYQAR,,0013F00000oUz6jQAC,Reinforced Earth Co 216,,Closed Lost,31000,0,2021-05-10,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-19,2,2021,2021 2,,,,
0063F00000S5zx1QAB,,0013F00000oUz75QAC,Bostik 165,,Closed Won,45000,100,2021-08-27,New Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-20,3,2021,2021 3,,,,
0063F00000S5zxdQAB,,0013F00000oUz7bQAC,Allied Building Products Corp. 162,,Closed Lost,85889,0,2021-11-28,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-22,4,2021,2021 4,,,,
0063F00000S5zxhQAB,,0013F00000oUz7fQAC,Simon Worldwide 243,,Proposal/Quote,14000,0,2022-06-03,Add-On Business,,Reseller,,,BestCase,Best Case,,,,{aoconnor},2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-26,2,2022,2022 2,,,,
0063F00000S5zyyQAB,,0013F00000oUz8cQAC,Wallace  Burbank 155,,Closed Lost,13204,0,2021-05-16,Existing Business,,Other,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-24,2,2021,2021 2,,,,
0063F00000S5zzEQAR,,0013F00000oUz8pQAC,Lucid International 179,,Closed Lost,180368,0,2021-05-15,New Business,,Other,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-06,2,2021,2021 2,,,,
0063F00000S5zzuQAB,,0013F00000oUz9LQAS,Tronex International 132,,Closed Lost,15000,0,2022-02-02,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-07,1,2022,2022 1,,,,
0063F00000S602qQAB,,0013F00000oUzBbQAK,NiSource 83,,Closed Lost,50000,0,2021-12-22,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-02-18,4,2021,2021 4,,,,
0063F00000S602yQAB,,0013F00000oUzBgQAK,Futures Direct Inc 12,,Closed Lost,10000,0,2021-02-21,New Business,,Reseller,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-19,1,2021,2021 1,,,,
0063F00000S6038QAB,,0013F00000oUzBoQAK,The James Joseph Company 159,,Closed Lost,15000,0,2021-03-08,Add-On Business,,Reseller,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-15,1,2021,2021 1,,,,
0063F00000S603HQAR,,0013F00000oUzBvQAK,Caldera Systems 254,,Closed Lost,50000,0,2022-01-26,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-08,1,2022,2022 1,,,1,
0063F00000S6058QAB,,0013F00000oUzDSQA0,Global Solutions Group Inc 87,,Closed Lost,15000,0,2022-03-13,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:16.000+0000,2022-03-02,1,2022,2022 1,,,,
0063F00000S5z14QAB,,0013F00000oUyQgQAK,Associated Grocers 179,,Closed Lost,65789,0,2022-02-05,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-28,1,2022,2022 1,,,,
0063F00000S5z1OQAR,,0013F00000oUyQsQAK,North Hills Signal Processing Corp 179,,Closed Won,23252,100,2021-11-07,New Business,,Fields Sales,1,1,Closed,Closed,,,,{aoconnor},2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-03-09,4,2021,2021 4,,,,
0063F00000S5z27QAB,,0013F00000oUyRQQA0,Enwisen 69,,Closed Lost,60000,0,2021-09-04,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-03-18,3,2021,2021 3,,,,
0063F00000S5z3ZQAR,,0013F00000oUySOQA0,Susquehanna Radio 165,,Negotiation,4882,0,2022-05-20,New Business,,Reseller,,,Pipeline,Pipeline,,,,{aoconnor},2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-16,2,2022,2022 2,,,,
0063F00000S5z3aQAB,,0013F00000oUySPQA0,Skyline Connections 174,,Closed Lost,51000,0,2021-05-14,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-24,2,2021,2021 2,,,1,
0063F00000S5z4WQAR,,0013F00000oUyT1QAK,Occidental Petroleum Corporation-HQ 198,,Closed Lost,100,0,2021-09-02,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-01,3,2021,2021 3,,,,
0063F00000S5z54QAB,,0013F00000oUyTUQA0,Keystone Computer Associates Inc 214,,Closed Won,22000,100,2021-08-02,Existing Business,,Reseller,1,1,Closed,Closed,,,,{aoconnor},2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-03-08,3,2021,2021 3,,,,
0063F00000S5z5CQAR,,0013F00000oUyTbQAK,Condusiv 122,,Closed Lost,23252,0,2021-02-21,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-20,1,2021,2021 1,,,,
0063F00000S5z6BQAR,,0013F00000oUyUKQA0,Monsanto Company 115,,Closed Lost,30674,0,2021-09-06,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-28,3,2021,2021 3,,,,
0063F00000S5z7bQAB,,0013F00000oUyVUQA0,E Tech Services Com 217,,Closed Lost,6000,0,2021-03-04,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-03-16,1,2021,2021 1,,,,
0063F00000S5z7lQAB,,0013F00000oUyVdQAK,e-prodx.com 114,,Closed Lost,35000,0,2021-05-31,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-03-18,2,2021,2021 2,,,,
0063F00000S5z7xQAB,,0013F00000oUyVnQAK,NuSpeed Internet Systems 49,,Closed Lost,15501,0,2021-02-27,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-28,1,2021,2021 1,,,,
0063F00000S5z99QAB,,0013F00000oUyWhQAK,Tyler-Lawrence Inc 158,,Closed Lost,2000,0,2021-09-19,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-02,3,2021,2021 3,,,,
0063F00000S5z9MQAR,,0013F00000oUyWmQAK,Pioneer Hi  Bred International 29,,Closed Lost,50000,0,2021-03-02,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-24,1,2021,2021 1,,,,
0063F00000S5z9eQAB,,0013F00000oUyWzQAK,infosnap 234,,Negotiation,13157,0,2022-05-01,New Business,,Reseller,,,BestCase,Best Case,,,,{aoconnor},2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-03-16,2,2022,2022 2,,,,
0063F00000S5z9iQAB,,0013F00000oUyX2QAK,Univisions Crimson Group 254,,Closed Lost,60000,0,2022-03-16,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:34:19.000+0000,2022-02-18,1,2022,2022 1,,,1,
